Vf,S2018
0.250,0.000000
0.255,0.000000
0.260,0.000000
0.265,0.000000
0.270,0.000000
0.275,0.000000
0.280,0.000000
0.285,0.000000
0.290,0.000000
0.295,0.000001
0.300,0.000001
0.305,0.000002
0.310,0.000004
0.315,0.000007
0.320,0.000012
0.325,0.000020
0.330,0.000035
0.335,0.000059
0.340,0.000099
0.345,0.000162
0.350,0.000261
0.355,0.000414
0.360,0.000647
0.365,0.000994
0.370,0.001503
0.375,0.002237
0.380,0.003279
0.385,0.004732
0.390,0.006725
0.395,0.009414
0.400,0.012982
0.405,0.017638
0.410,0.023616
0.415,0.031164
0.420,0.040544
0.425,0.052012
0.430,0.065813
0.435,0.082159
0.440,0.101223
0.445,0.123115
0.450,0.147880
0.455,0.175481
0.460,0.205800
0.465,0.238639
0.470,0.273721
0.475,0.310704
0.480,0.349197
0.485,0.388773
0.490,0.428991
0.495,0.469410
0.500,0.509610
0.505,0.549201
0.510,0.587837
0.515,0.625217
0.520,0.661092
0.525,0.695261
0.530,0.727572
0.535,0.757912
0.540,0.786207
0.545,0.812414
0.550,0.836521
0.555,0.858536
0.560,0.878492
0.565,0.896440
0.570,0.912451
0.575,0.926608
0.580,0.939015
0.585,0.949783
0.590,0.959037
0.595,0.966907
0.600,0.973529
0.605,0.979549
0.610,0.984688
0.615,0.988717
0.620,0.991820
0.625,0.994165
0.630,0.995907
0.635,0.997177
0.640,0.998085
0.645,0.998723
0.650,0.999163
0.655,0.999461
0.660,0.999659
0.665,0.999788
0.670,0.999871
0.675,0.999922
0.680,0.999954
0.685,0.999973
0.690,0.999985
0.695,0.999992
0.700,0.999995
0.705,0.999998
0.710,0.999999
0.715,0.999999
0.720,1.000000
0.725,1.000000
0.730,1.000000
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
