METRIC,S2016
Vf,0.646034
Sf,0.997879
EG,-0.205811
PR,-0.351845
GAMMA,-0.476710
BS_50,0.001376
BV_50,0.000178
BS_V,0.000819
GS,0.003343
MM,0.013463
LO,0.000000
DECL,0.000000
R,3.409336
r,0.144956
Sb,0.997879
Ra,0.998939
Rb,0.498939
Va,0.500000
Vb,0.353839
L_Vf,0.625000
L_Sf,0.992468
U_Vf,0.670000
U_Sf,0.999740
