METRIC,P2016
Vf,0.571412
Sf,0.868792
EG,-0.225968
PR,-0.297380
GAMMA,-0.078376
BS_50,-0.004490
BV_50,-0.000725
BS_V,0.017658
GS,-0.004451
MM,-0.000887
LO,0.000000
DECL,0.000000
R,5.164279
r,4.066759
Sb,0.868792
Ra,0.934396
Rb,0.434396
Va,0.500000
Vb,0.420294
L_Vf,0.550000
L_Sf,0.779087
U_Vf,0.595000
U_Sf,0.948861
