Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2018
0.430,0.076669,0.430,0.085624,0.430,0.100405,0.430,0.065813,0.430,0.070003,0.430,0.084531,0.430,0.094846
0.435,0.094513,0.435,0.104075,0.435,0.120676,0.435,0.082159,0.435,0.086502,0.435,0.103250,0.435,0.115119
0.440,0.114989,0.440,0.124906,0.440,0.143183,0.440,0.101223,0.440,0.105534,0.440,0.124489,0.440,0.137901
0.445,0.138126,0.445,0.148083,0.445,0.167794,0.445,0.123115,0.445,0.127168,0.445,0.148221,0.445,0.163103
0.450,0.163879,0.450,0.173509,0.450,0.194319,0.450,0.147880,0.450,0.151415,0.450,0.174350,0.450,0.190556
0.455,0.192123,0.455,0.201031,0.455,0.222513,0.455,0.175481,0.455,0.178221,0.455,0.202707,0.455,0.220018
0.460,0.222663,0.460,0.230443,0.460,0.252092,0.460,0.205800,0.460,0.207466,0.460,0.233058,0.460,0.251186
0.465,0.255234,0.465,0.261498,0.465,0.282750,0.465,0.238639,0.465,0.238970,0.465,0.265119,0.465,0.283705
0.470,0.289516,0.470,0.293924,0.470,0.314178,0.470,0.273721,0.470,0.272496,0.470,0.298563,0.470,0.317196
0.475,0.325150,0.475,0.327431,0.475,0.346076,0.475,0.310704,0.475,0.307764,0.475,0.333041,0.475,0.351269
0.480,0.361752,0.480,0.361731,0.480,0.378172,0.480,0.349197,0.480,0.344458,0.480,0.368201,0.480,0.385548
0.485,0.398938,0.485,0.396545,0.485,0.410231,0.485,0.388773,0.485,0.382241,0.485,0.403699,0.485,0.419688
0.490,0.436335,0.490,0.431610,0.490,0.442060,0.490,0.428991,0.490,0.420762,0.490,0.439218,0.490,0.453389
0.495,0.473595,0.495,0.466692,0.495,0.473515,0.495,0.469410,0.495,0.459671,0.495,0.474476,0.495,0.486411
0.500,0.510410,0.500,0.501580,0.500,0.504490,0.500,0.509610,0.500,0.498624,0.500,0.509234,0.500,0.518571
0.505,0.546516,0.505,0.536090,0.505,0.534919,0.505,0.549201,0.505,0.537293,0.505,0.543295,0.505,0.549752
0.510,0.581693,0.510,0.570059,0.510,0.564760,0.510,0.587837,0.510,0.575368,0.510,0.576509,0.510,0.579887
0.515,0.615769,0.515,0.603341,0.515,0.593991,0.515,0.625217,0.515,0.612562,0.515,0.608759,0.515,0.608958
0.520,0.648607,0.520,0.635805,0.520,0.622594,0.520,0.661092,0.520,0.648614,0.520,0.641072,0.520,0.636979
0.525,0.680106,0.525,0.667326,0.525,0.650550,0.525,0.695261,0.525,0.683289,0.525,0.673405,0.525,0.663984
0.530,0.710187,0.530,0.697782,0.530,0.677831,0.530,0.727572,0.530,0.716381,0.530,0.705187,0.530,0.690015
0.535,0.738791,0.535,0.727056,0.535,0.704392,0.535,0.757912,0.535,0.747713,0.535,0.736170,0.535,0.717734
0.540,0.765870,0.540,0.755032,0.540,0.730175,0.540,0.786207,0.540,0.777141,0.540,0.766088,0.540,0.745313
0.545,0.791383,0.545,0.781600,0.545,0.755103,0.545,0.812414,0.545,0.804551,0.545,0.794674,0.545,0.772327
0.550,0.815294,0.550,0.806655,0.550,0.779087,0.550,0.836521,0.550,0.829864,0.550,0.821671,0.550,0.798516
0.555,0.837574,0.555,0.830105,0.555,0.802029,0.555,0.858536,0.555,0.853036,0.555,0.846848,0.555,0.823609
0.560,0.858199,0.560,0.851876,0.560,0.823827,0.560,0.878492,0.560,0.874057,0.560,0.870013,0.560,0.847343
0.565,0.877153,0.565,0.871910,0.565,0.844384,0.565,0.896440,0.565,0.892949,0.565,0.891028,0.565,0.869478
0.570,0.894435,0.570,0.890177,0.570,0.863613,0.570,0.912451,0.570,0.909766,0.570,0.909811,0.570,0.889815
0.575,0.910057,0.575,0.906671,0.575,0.883946,0.575,0.926608,0.575,0.924592,0.575,0.926343,0.575,0.908211
0.580,0.924046,0.580,0.921413,0.580,0.903350,0.580,0.939015,0.580,0.937532,0.580,0.940665,0.580,0.924583
0.585,0.938178,0.585,0.934450,0.585,0.920654,0.585,0.949783,0.585,0.948713,0.585,0.952872,0.585,0.938910
0.590,0.950664,0.590,0.945855,0.590,0.935815,0.590,0.959037,0.590,0.958274,0.590,0.963106,0.590,0.951235
0.595,0.961217,0.595,0.955720,0.595,0.948861,0.595,0.966907,0.595,0.966366,0.595,0.971542,0.595,0.961654
0.600,0.969978,0.600,0.964157,0.600,0.959883,0.600,0.973529,0.600,0.973143,0.600,0.978378,0.600,0.970307
0.605,0.977123,0.605,0.972048,0.605,0.969025,0.605,0.979549,0.605,0.978759,0.605,0.983823,0.605,0.977365
0.610,0.982843,0.610,0.978895,0.610,0.976468,0.610,0.984688,0.610,0.983363,0.610,0.988084,0.610,0.983018
0.615,0.987341,0.615,0.984322,0.615,0.982414,0.615,0.988717,0.615,0.987096,0.615,0.991360,0.615,0.987464
0.620,0.990812,0.620,0.988545,0.620,0.987076,0.620,0.991820,0.620,0.990091,0.620,0.993835,0.620,0.990897
0.625,0.993441,0.625,0.991770,0.625,0.990661,0.625,0.994165,0.625,0.992468,0.625,0.995672,0.625,0.993499
0.630,0.995396,0.630,0.994186,0.630,0.993366,0.630,0.995907,0.630,0.994333,0.630,0.997011,0.630,0.995434
0.635,0.996823,0.635,0.995963,0.635,0.995369,0.635,0.997177,0.635,0.995780,0.635,0.997970,0.635,0.996848
0.640,0.997845,0.640,0.997245,0.640,0.996823,0.640,0.998085,0.640,0.996890,0.640,0.998644,0.640,0.997860
0.645,0.998563,0.645,0.998152,0.645,0.997859,0.645,0.998723,0.645,0.997733,0.645,0.999109,0.645,0.998573
0.650,0.999059,0.650,0.998782,0.650,0.998582,0.650,0.999163,0.650,0.998457,0.650,0.999424,0.650,0.999064
0.655,0.999394,0.655,0.999212,0.655,0.999078,0.655,0.999461,0.655,0.998984,0.655,0.999634,0.655,0.999397
0.660,0.999617,0.660,0.999499,0.660,0.999411,0.660,0.999659,0.660,0.999343,0.660,0.999772,0.660,0.999618
0.665,0.999762,0.665,0.999687,0.665,0.999630,0.665,0.999788,0.665,0.999583,0.665,0.999860,0.665,0.999763
0.670,0.999855,0.670,0.999808,0.670,0.999772,0.670,0.999871,0.670,0.999740,0.670,0.999916,0.670,0.999855
0.675,0.999913,0.675,0.999884,0.675,0.999862,0.675,0.999922,0.675,0.999841,0.675,0.999950,0.675,0.999913
0.680,0.999949,0.680,0.999932,0.680,0.999918,0.680,0.999954,0.680,0.999904,0.680,0.999971,0.680,0.999949
0.685,0.999970,0.685,0.999960,0.685,0.999952,0.685,0.999973,0.685,0.999944,0.685,0.999983,0.685,0.999970
0.690,0.999983,0.690,0.999977,0.690,0.999973,0.690,0.999985,0.690,0.999967,0.690,0.999991,0.690,0.999983
0.695,0.999991,0.695,0.999987,0.695,0.999985,0.695,0.999992,0.695,0.999981,0.695,0.999995,0.695,0.999991
0.700,0.999995,0.700,0.999993,0.700,0.999992,0.700,0.999995,0.700,0.999990,0.700,0.999997,0.700,0.999995
0.705,0.999997,0.705,0.999996,0.705,0.999995,0.705,0.999998,0.705,0.999994,0.705,0.999998,0.705,0.999997
0.710,0.999999,0.710,0.999998,0.710,0.999998,0.710,0.999999,0.710,0.999997,0.710,0.999999,0.710,0.999999
0.715,0.999999,0.715,0.999999,0.715,0.999999,0.715,0.999999,0.715,0.999998,0.715,1.000000,0.715,0.999999
0.720,1.000000,0.720,0.999999,0.720,0.999999,0.720,1.000000,0.720,0.999999,0.720,1.000000,0.720,1.000000
0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000
0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000
0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000
0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000
0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000
0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000
