Vf,S2016
0.250,0.000000
0.255,0.000000
0.260,0.000000
0.265,0.000000
0.270,0.000000
0.275,0.000000
0.280,0.000000
0.285,0.000000
0.290,0.000000
0.295,0.000001
0.300,0.000001
0.305,0.000003
0.310,0.000005
0.315,0.000009
0.320,0.000015
0.325,0.000027
0.330,0.000046
0.335,0.000077
0.340,0.000127
0.345,0.000206
0.350,0.000330
0.355,0.000518
0.360,0.000800
0.365,0.001218
0.370,0.001822
0.375,0.002685
0.380,0.003893
0.385,0.005558
0.390,0.007814
0.395,0.010817
0.400,0.014750
0.405,0.019817
0.410,0.026236
0.415,0.034239
0.420,0.044056
0.425,0.055910
0.430,0.070003
0.435,0.086502
0.440,0.105534
0.445,0.127168
0.450,0.151415
0.455,0.178221
0.460,0.207466
0.465,0.238970
0.470,0.272496
0.475,0.307764
0.480,0.344458
0.485,0.382241
0.490,0.420762
0.495,0.459671
0.500,0.498624
0.505,0.537293
0.510,0.575368
0.515,0.612562
0.520,0.648614
0.525,0.683289
0.530,0.716381
0.535,0.747713
0.540,0.777141
0.545,0.804551
0.550,0.829864
0.555,0.853036
0.560,0.874057
0.565,0.892949
0.570,0.909766
0.575,0.924592
0.580,0.937532
0.585,0.948713
0.590,0.958274
0.595,0.966366
0.600,0.973143
0.605,0.978759
0.610,0.983363
0.615,0.987096
0.620,0.990091
0.625,0.992468
0.630,0.994333
0.635,0.995780
0.640,0.996890
0.645,0.997733
0.650,0.998457
0.655,0.998984
0.660,0.999343
0.665,0.999583
0.670,0.999740
0.675,0.999841
0.680,0.999904
0.685,0.999944
0.690,0.999967
0.695,0.999981
0.700,0.999990
0.705,0.999994
0.710,0.999997
0.715,0.999998
0.720,0.999999
0.725,1.000000
0.730,1.000000
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
