CD,composite,P2020,P2016,S2018,S2016,G2018,AG2018,MEAN,SEM,RSE,Δ,Δ/MEAN,Δ/SEM
5,0.533555,0.554533,0.521978,0.555762,0.594204,0.472042,0.487115,0.530939,0.018837,0.035479,0.002616,0.004927,0.138876
2,0.540579,0.558550,0.517878,0.571989,0.625061,0.476914,0.476463,0.537809,0.023861,0.044367,0.002770,0.005151,0.116089
3,0.592618,0.599897,0.572299,0.613923,0.685421,0.524890,0.545791,0.590370,0.023296,0.039460,0.002248,0.003808,0.096497
4,0.616852,0.658214,0.627420,0.635254,0.632571,0.550276,0.579604,0.613890,0.016508,0.026891,0.002962,0.004825,0.179428
1,0.623951,0.642547,0.621714,0.636226,0.693042,0.561636,0.568991,0.620693,0.020096,0.032377,0.003258,0.005249,0.162122
