METRIC,S2018
Vf,0.602037
Sf,0.975901
EG,-0.271827
PR,-0.373864
GAMMA,-0.353066
BS_50,-0.009610
BV_50,-0.001195
BS_V,0.006245
GS,-0.003475
MM,-0.011886
LO,0.000000
DECL,0.000000
R,4.664007
r,1.203826
Sb,0.975901
Ra,0.987951
Rb,0.487951
Va,0.500000
Vb,0.396369
L_Vf,0.580000
L_Sf,0.939015
U_Vf,0.625000
U_Sf,0.994165
