METRIC,S2020
Vf,0.531356
Sf,0.770363
EG,-0.207651
PR,-0.239007
GAMMA,-0.045155
BS_50,0.006060
BV_50,0.000629
BS_V,0.005516
GS,0.001480
MM,-0.001328
LO,0.000000
DECL,0.000000
R,8.622378
r,7.182316
Sb,0.770363
Ra,0.885182
Rb,0.385182
Va,0.500000
Vb,0.468207
L_Vf,0.510000
L_Sf,0.589562
U_Vf,0.555000
U_Sf,0.905803
