METRIC,AG2018
Vf,0.648955
Sf,0.999645
EG,-0.201735
PR,-0.350690
GAMMA,-0.494627
BS_50,0.015380
BV_50,0.001629
BS_V,0.000119
GS,0.004167
MM,-0.004632
LO,0.000000
DECL,0.000000
R,3.354333
r,0.033687
Sb,0.999645
Ra,0.999822
Rb,0.499822
Va,0.500000
Vb,0.353300
L_Vf,0.625000
L_Sf,0.997753
U_Vf,0.670000
U_Sf,0.999955
