Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2018,Vf,G2018,Vf,AG2018
0.430,0.041981,0.430,0.045110,0.430,0.041989,0.430,0.042279,0.430,0.042387,0.430,0.043356,0.430,0.042051
0.435,0.054227,0.435,0.057759,0.435,0.054270,0.435,0.054606,0.435,0.054702,0.435,0.055842,0.435,0.054234
0.440,0.069121,0.440,0.072994,0.440,0.069220,0.440,0.069597,0.440,0.069667,0.440,0.070981,0.440,0.069027
0.445,0.086957,0.445,0.091071,0.445,0.087141,0.445,0.087551,0.445,0.087573,0.445,0.089061,0.445,0.086716
0.450,0.107994,0.450,0.112204,0.450,0.108298,0.450,0.108727,0.450,0.108673,0.450,0.110326,0.450,0.107548
0.455,0.132429,0.455,0.136544,0.455,0.132897,0.455,0.133327,0.455,0.133163,0.455,0.134965,0.455,0.131714
0.460,0.160383,0.460,0.164173,0.460,0.161066,0.460,0.161472,0.460,0.161160,0.460,0.163087,0.460,0.159328
0.465,0.191882,0.465,0.195081,0.465,0.192838,0.465,0.193189,0.465,0.192685,0.465,0.194707,0.465,0.190410
0.470,0.226843,0.470,0.229163,0.470,0.228134,0.470,0.228397,0.470,0.227653,0.470,0.229735,0.470,0.224879
0.475,0.265068,0.475,0.266215,0.475,0.266760,0.475,0.266895,0.475,0.265867,0.475,0.267969,0.475,0.262542
0.480,0.306243,0.480,0.305932,0.480,0.308398,0.480,0.308366,0.480,0.307009,0.480,0.309091,0.480,0.303093
0.485,0.349939,0.485,0.347917,0.485,0.352614,0.485,0.352378,0.485,0.350652,0.485,0.352677,0.485,0.346119
0.490,0.395631,0.490,0.391693,0.490,0.398872,0.490,0.398397,0.490,0.396274,0.490,0.398206,0.490,0.391113
0.495,0.442711,0.495,0.436719,0.495,0.446550,0.495,0.445809,0.495,0.443270,0.495,0.445082,0.495,0.437492
0.500,0.490519,0.500,0.482413,0.500,0.494966,0.500,0.493940,0.500,0.490983,0.500,0.492653,0.500,0.484620
0.505,0.538363,0.505,0.528174,0.505,0.543408,0.505,0.542090,0.505,0.538727,0.505,0.540243,0.505,0.531836
0.510,0.585560,0.510,0.573406,0.510,0.591167,0.510,0.589562,0.510,0.585823,0.510,0.587180,0.510,0.578478
0.515,0.631453,0.515,0.617541,0.515,0.637563,0.515,0.635689,0.515,0.631621,0.515,0.632822,0.515,0.623919
0.520,0.675449,0.520,0.660057,0.520,0.681980,0.520,0.679866,0.520,0.675529,0.520,0.676584,0.520,0.667581
0.525,0.717035,0.525,0.700501,0.525,0.723882,0.525,0.721570,0.525,0.717038,0.525,0.717962,0.525,0.708966
0.530,0.755793,0.530,0.738496,0.530,0.762842,0.530,0.760380,0.530,0.755734,0.530,0.756543,0.530,0.747666
0.535,0.791418,0.535,0.773753,0.535,0.798541,0.535,0.796292,0.535,0.791311,0.535,0.792024,0.535,0.783372
0.540,0.823712,0.540,0.806070,0.540,0.830781,0.540,0.828920,0.540,0.823572,0.540,0.824207,0.540,0.815882
0.545,0.852589,0.545,0.835337,0.545,0.859481,0.545,0.858037,0.545,0.852430,0.545,0.853000,0.545,0.845096
0.550,0.878060,0.550,0.861522,0.550,0.884894,0.550,0.883635,0.550,0.877894,0.550,0.878413,0.550,0.871008
0.555,0.900225,0.555,0.884673,0.555,0.906962,0.555,0.905803,0.555,0.900062,0.555,0.900539,0.555,0.893696
0.560,0.919257,0.560,0.905846,0.560,0.925758,0.560,0.924714,0.560,0.919104,0.560,0.919546,0.560,0.913309
0.565,0.935748,0.565,0.924114,0.565,0.941524,0.565,0.940603,0.565,0.935244,0.565,0.935653,0.565,0.930048
0.570,0.949586,0.570,0.939619,0.570,0.954548,0.570,0.953752,0.570,0.948743,0.570,0.949121,0.570,0.944156
0.575,0.960960,0.575,0.952582,0.575,0.965142,0.575,0.964468,0.575,0.959885,0.575,0.960446,0.575,0.955897
0.580,0.970171,0.580,0.963258,0.580,0.973628,0.580,0.973067,0.580,0.968962,0.580,0.969759,0.580,0.965547
0.585,0.977516,0.585,0.971916,0.585,0.980320,0.585,0.979864,0.585,0.976260,0.585,0.977193,0.585,0.973380
0.590,0.983284,0.590,0.978829,0.590,0.985517,0.590,0.985152,0.590,0.982051,0.590,0.983037,0.590,0.979658
0.595,0.987744,0.595,0.984265,0.595,0.989490,0.595,0.989204,0.595,0.986588,0.595,0.987559,0.595,0.984629
0.600,0.991141,0.600,0.988471,0.600,0.992481,0.600,0.992260,0.600,0.990095,0.600,0.991004,0.600,0.988516
0.605,0.993687,0.605,0.991675,0.605,0.994696,0.605,0.994530,0.605,0.992771,0.605,0.993588,0.605,0.991517
0.610,0.995566,0.610,0.994076,0.610,0.996313,0.610,0.996189,0.610,0.994787,0.610,0.995496,0.610,0.993806
0.615,0.996930,0.615,0.995847,0.615,0.997474,0.615,0.997384,0.615,0.996286,0.615,0.996882,0.615,0.995530
0.620,0.997906,0.620,0.997131,0.620,0.998294,0.620,0.998230,0.620,0.997385,0.620,0.997873,0.620,0.996811
0.625,0.998593,0.625,0.998049,0.625,0.998865,0.625,0.998820,0.625,0.998182,0.625,0.998571,0.625,0.997753
0.630,0.999068,0.630,0.998693,0.630,0.999256,0.630,0.999224,0.630,0.998751,0.630,0.999054,0.630,0.998435
0.635,0.999392,0.635,0.999138,0.635,0.999519,0.635,0.999498,0.635,0.999153,0.635,0.999383,0.635,0.998923
0.640,0.999610,0.640,0.999440,0.640,0.999694,0.640,0.999680,0.640,0.999435,0.640,0.999604,0.640,0.999268
0.645,0.999753,0.645,0.999642,0.645,0.999808,0.645,0.999799,0.645,0.999638,0.645,0.999749,0.645,0.999509
0.650,0.999846,0.650,0.999775,0.650,0.999882,0.650,0.999876,0.650,0.999772,0.650,0.999844,0.650,0.999677
0.655,0.999906,0.655,0.999860,0.655,0.999928,0.655,0.999924,0.655,0.999858,0.655,0.999904,0.655,0.999798
0.660,0.999943,0.660,0.999915,0.660,0.999957,0.660,0.999955,0.660,0.999914,0.660,0.999942,0.660,0.999875
0.665,0.999966,0.665,0.999949,0.665,0.999975,0.665,0.999973,0.665,0.999948,0.665,0.999966,0.665,0.999924
0.670,0.999980,0.670,0.999970,0.670,0.999985,0.670,0.999984,0.670,0.999969,0.670,0.999980,0.670,0.999955
0.675,0.999989,0.675,0.999982,0.675,0.999992,0.675,0.999991,0.675,0.999982,0.675,0.999988,0.675,0.999974
0.680,0.999994,0.680,0.999990,0.680,0.999995,0.680,0.999995,0.680,0.999990,0.680,0.999993,0.680,0.999985
0.685,0.999996,0.685,0.999994,0.685,0.999997,0.685,0.999997,0.685,0.999994,0.685,0.999996,0.685,0.999991
0.690,0.999998,0.690,0.999997,0.690,0.999999,0.690,0.999998,0.690,0.999997,0.690,0.999998,0.690,0.999995
0.695,0.999999,0.695,0.999998,0.695,0.999999,0.695,0.999999,0.695,0.999998,0.695,0.999999,0.695,0.999997
0.700,0.999999,0.700,0.999999,0.700,1.000000,0.700,1.000000,0.700,0.999999,0.700,0.999999,0.700,0.999999
0.705,1.000000,0.705,1.000000,0.705,1.000000,0.705,1.000000,0.705,1.000000,0.705,1.000000,0.705,0.999999
0.710,1.000000,0.710,1.000000,0.710,1.000000,0.710,1.000000,0.710,1.000000,0.710,1.000000,0.710,1.000000
0.715,1.000000,0.715,1.000000,0.715,1.000000,0.715,1.000000,0.715,1.000000,0.715,1.000000,0.715,1.000000
0.720,1.000000,0.720,1.000000,0.720,1.000000,0.720,1.000000,0.720,1.000000,0.720,1.000000,0.720,1.000000
0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000
0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000
0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000
0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000
0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000
0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000
