CD,composite,CD,P2020,CD,P2016,CD,S2020,CD,S2018,CD,G2018,CD,AG2018
1,0.566688,1,0.574116,1,0.545452,1,0.532684,1,0.643074,1,0.571858,1,0.662649
2,0.542276,2,0.530047,2,0.534021,2,0.516609,2,0.618097,2,0.554187,2,0.623842
3,0.570119,3,0.554796,3,0.558372,3,0.542680,3,0.652483,3,0.587238,3,0.653587
