Vf,S2020
0.250,0.000000
0.255,0.000000
0.260,0.000000
0.265,0.000000
0.270,0.000000
0.275,0.000000
0.280,0.000000
0.285,0.000000
0.290,0.000000
0.295,0.000000
0.300,0.000000
0.305,0.000001
0.310,0.000001
0.315,0.000002
0.320,0.000004
0.325,0.000007
0.330,0.000013
0.335,0.000022
0.340,0.000038
0.345,0.000063
0.350,0.000104
0.355,0.000169
0.360,0.000270
0.365,0.000426
0.370,0.000662
0.375,0.001013
0.380,0.001528
0.385,0.002271
0.390,0.003326
0.395,0.004802
0.400,0.006834
0.405,0.009588
0.410,0.013264
0.415,0.018093
0.420,0.024341
0.425,0.032298
0.430,0.042279
0.435,0.054606
0.440,0.069597
0.445,0.087551
0.450,0.108727
0.455,0.133327
0.460,0.161472
0.465,0.193189
0.470,0.228397
0.475,0.266895
0.480,0.308366
0.485,0.352378
0.490,0.398397
0.495,0.445809
0.500,0.493940
0.505,0.542090
0.510,0.589562
0.515,0.635689
0.520,0.679866
0.525,0.721570
0.530,0.760380
0.535,0.796292
0.540,0.828920
0.545,0.858037
0.550,0.883635
0.555,0.905803
0.560,0.924714
0.565,0.940603
0.570,0.953752
0.575,0.964468
0.580,0.973067
0.585,0.979864
0.590,0.985152
0.595,0.989204
0.600,0.992260
0.605,0.994530
0.610,0.996189
0.615,0.997384
0.620,0.998230
0.625,0.998820
0.630,0.999224
0.635,0.999498
0.640,0.999680
0.645,0.999799
0.650,0.999876
0.655,0.999924
0.660,0.999955
0.665,0.999973
0.670,0.999984
0.675,0.999991
0.680,0.999995
0.685,0.999997
0.690,0.999998
0.695,0.999999
0.700,1.000000
0.705,1.000000
0.710,1.000000
0.715,1.000000
0.720,1.000000
0.725,1.000000
0.730,1.000000
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
