METRIC,P2016
Vf,0.546508
Sf,0.867442
EG,-0.274426
PR,-0.320934
GAMMA,-0.131062
BS_50,0.005034
BV_50,0.000520
BS_V,0.003688
GS,0.001244
MM,0.001056
LO,0.000000
DECL,0.000000
R,7.900623
r,5.082574
Sb,0.867442
Ra,0.933721
Rb,0.433721
Va,0.500000
Vb,0.453467
L_Vf,0.525000
L_Sf,0.723882
U_Vf,0.570000
U_Sf,0.954548
