CD,composite,P2020,P2016,S2020,S2018,G2018,AG2018,MEAN,SEM,RSE,Δ,Δ/MEAN,Δ/SEM
2,0.542276,0.530047,0.534021,0.516609,0.618097,0.554187,0.623842,0.562801,0.019055,0.033857,-0.020525,-0.036469,-1.077145
1,0.566688,0.574116,0.545452,0.532684,0.643074,0.571858,0.662649,0.588306,0.021547,0.036625,-0.021618,-0.036746,-1.003295
3,0.570119,0.554796,0.558372,0.542680,0.652483,0.587238,0.653587,0.591526,0.020347,0.034397,-0.021407,-0.036189,-1.052096
