METRIC,P2020
Vf,0.501283
Sf,0.364788
EG,0.137778
PR,0.136495
GAMMA,0.136626
BS_50,0.136445
BV_50,0.057012
BS_V,0.136340
GS,0.059906
MM,0.072688
LO,0.097445
DECL,29.377359
R,-105.387680
r,1.101716
Sb,0.364788
Ra,0.682394
Rb,0.182394
Va,0.617641
Vb,0.284914
L_Vf,0.480000
L_Sf,0.345284
U_Vf,0.525000
U_Sf,0.401749
