Vf,P2016
0.250,0.006667
0.255,0.010261
0.260,0.015221
0.265,0.021792
0.270,0.030154
0.275,0.040388
0.280,0.052442
0.285,0.066123
0.290,0.081099
0.295,0.096920
0.300,0.113063
0.305,0.128978
0.310,0.144144
0.315,0.158117
0.320,0.170568
0.325,0.181307
0.330,0.190284
0.335,0.197582
0.340,0.203389
0.345,0.207967
0.350,0.211618
0.355,0.214655
0.360,0.217373
0.365,0.220039
0.370,0.222879
0.375,0.226078
0.380,0.229776
0.385,0.234073
0.390,0.239026
0.395,0.244653
0.400,0.250935
0.405,0.257815
0.410,0.265203
0.415,0.272980
0.420,0.281010
0.425,0.289140
0.430,0.297219
0.435,0.305101
0.440,0.312659
0.445,0.319787
0.450,0.326413
0.455,0.332494
0.460,0.338024
0.465,0.343025
0.470,0.347550
0.475,0.351510
0.480,0.355081
0.485,0.358831
0.490,0.362862
0.495,0.367283
0.500,0.372204
0.505,0.377737
0.510,0.383991
0.515,0.391075
0.520,0.399090
0.525,0.408136
0.530,0.418310
0.535,0.429701
0.540,0.442394
0.545,0.456465
0.550,0.471974
0.555,0.488968
0.560,0.507464
0.565,0.527454
0.570,0.548888
0.575,0.571680
0.580,0.595700
0.585,0.620779
0.590,0.646711
0.595,0.673261
0.600,0.700171
0.605,0.727170
0.610,0.753976
0.615,0.780308
0.620,0.805887
0.625,0.830443
0.630,0.853721
0.635,0.875487
0.640,0.895540
0.645,0.913717
0.650,0.929909
0.655,0.944063
0.660,0.956188
0.665,0.966356
0.670,0.974693
0.675,0.981370
0.680,0.986588
0.685,0.990565
0.690,0.993518
0.695,0.995654
0.700,0.997158
0.705,0.998188
0.710,0.998874
0.715,0.999318
0.720,0.999598
0.725,0.999769
0.730,0.999871
0.735,0.999930
0.740,0.999963
0.745,0.999981
0.750,0.999990
