Vf,S2016
0.250,0.006783
0.255,0.010654
0.260,0.016101
0.265,0.023433
0.270,0.032877
0.275,0.044520
0.280,0.058262
0.285,0.073793
0.290,0.090611
0.295,0.108063
0.300,0.125428
0.305,0.142003
0.310,0.157188
0.315,0.170555
0.320,0.181870
0.325,0.191103
0.330,0.198387
0.335,0.203981
0.340,0.208213
0.345,0.211439
0.350,0.214002
0.355,0.216218
0.360,0.218358
0.365,0.220653
0.370,0.223290
0.375,0.226421
0.380,0.230161
0.385,0.234590
0.390,0.239755
0.395,0.245663
0.400,0.252284
0.405,0.259548
0.410,0.267348
0.415,0.275546
0.420,0.283980
0.425,0.292474
0.430,0.300073
0.435,0.306079
0.440,0.311940
0.445,0.317628
0.450,0.323129
0.455,0.328447
0.460,0.333602
0.465,0.338633
0.470,0.343598
0.475,0.348569
0.480,0.353634
0.485,0.358893
0.490,0.364456
0.495,0.370438
0.500,0.376961
0.505,0.384148
0.510,0.392123
0.515,0.401012
0.520,0.410938
0.525,0.422027
0.530,0.434400
0.535,0.448176
0.540,0.463465
0.545,0.480367
0.550,0.498958
0.555,0.519287
0.560,0.541365
0.565,0.565151
0.570,0.590548
0.575,0.617392
0.580,0.645454
0.585,0.674437
0.590,0.703985
0.595,0.733699
0.600,0.763144
0.605,0.791879
0.610,0.819475
0.615,0.845538
0.620,0.869728
0.625,0.891780
0.630,0.911513
0.635,0.928834
0.640,0.943741
0.645,0.956313
0.650,0.966696
0.655,0.975092
0.660,0.981733
0.665,0.986872
0.670,0.990758
0.675,0.993630
0.680,0.995703
0.685,0.997165
0.690,0.998171
0.695,0.998847
0.700,0.999289
0.705,0.999572
0.710,0.999748
0.715,0.999856
0.720,0.999919
0.725,0.999956
0.730,0.999976
0.735,0.999988
0.740,0.999994
0.745,0.999997
0.750,0.999999
