METRIC,S2016
Vf,0.428246
Sf,0.297939
EG,0.058553
PR,0.130307
GAMMA,0.093022
BS_50,0.123039
BV_50,0.050256
BS_V,0.051314
GS,0.064997
MM,0.078962
LO,-0.006784
DECL,21.850997
R,2.816029
r,1.519623
Sb,0.297939
Ra,0.648969
Rb,0.148969
Va,0.671878
Vb,0.334906
L_Vf,0.405000
L_Sf,0.259548
U_Vf,0.450000
U_Sf,0.323129
