Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2016,Vf,G2018,Vf,AG2018
0.340,0.200310,0.340,0.191943,0.340,0.203389,0.340,0.197605,0.340,0.208213,0.340,0.200009,0.340,0.195990
0.345,0.206157,0.345,0.200155,0.345,0.207967,0.345,0.204790,0.345,0.211439,0.345,0.205898,0.345,0.202713
0.350,0.210892,0.350,0.207010,0.350,0.211618,0.350,0.210744,0.350,0.214002,0.350,0.210692,0.350,0.208143
0.355,0.214858,0.355,0.212804,0.355,0.214655,0.355,0.215808,0.355,0.216218,0.355,0.214719,0.355,0.212612
0.360,0.218379,0.360,0.217854,0.360,0.217373,0.360,0.220313,0.360,0.218358,0.360,0.218293,0.360,0.216454
0.365,0.221747,0.365,0.222461,0.365,0.220039,0.365,0.224556,0.365,0.220653,0.365,0.221695,0.365,0.219981
0.370,0.225200,0.370,0.226891,0.370,0.222879,0.370,0.228777,0.370,0.223290,0.370,0.225158,0.370,0.223460
0.375,0.228923,0.375,0.231349,0.375,0.226078,0.375,0.233148,0.375,0.226421,0.375,0.228862,0.375,0.227109
0.380,0.233045,0.380,0.235982,0.380,0.229776,0.380,0.237782,0.380,0.230161,0.380,0.232930,0.380,0.231088
0.385,0.237646,0.385,0.240875,0.385,0.234073,0.385,0.242730,0.385,0.234590,0.385,0.237440,0.385,0.235506
0.390,0.242759,0.390,0.246062,0.390,0.239026,0.390,0.247997,0.390,0.239755,0.390,0.242422,0.390,0.240421
0.395,0.248378,0.395,0.251533,0.395,0.244653,0.395,0.253554,0.395,0.245663,0.395,0.247867,0.395,0.245851
0.400,0.254463,0.400,0.257250,0.400,0.250935,0.400,0.259346,0.400,0.252284,0.400,0.253739,0.400,0.251774
0.405,0.260949,0.405,0.263156,0.405,0.257815,0.405,0.265308,0.405,0.259548,0.405,0.259974,0.405,0.258137
0.410,0.267752,0.410,0.269185,0.410,0.265203,0.410,0.271369,0.410,0.267348,0.410,0.266495,0.410,0.264866
0.415,0.274775,0.415,0.275272,0.415,0.272980,0.415,0.277464,0.415,0.275546,0.415,0.273212,0.415,0.271867
0.420,0.281913,0.420,0.281360,0.420,0.281010,0.420,0.283537,0.420,0.283980,0.420,0.280035,0.420,0.279036
0.425,0.289065,0.425,0.287400,0.425,0.289140,0.425,0.289542,0.425,0.292474,0.425,0.286873,0.425,0.286267
0.430,0.296132,0.430,0.293354,0.430,0.297219,0.430,0.295445,0.430,0.300073,0.430,0.293642,0.430,0.293453
0.435,0.303025,0.435,0.299196,0.435,0.305101,0.435,0.301222,0.435,0.306079,0.435,0.300266,0.435,0.300497
0.440,0.309669,0.440,0.304906,0.440,0.312659,0.440,0.306855,0.440,0.311940,0.440,0.306680,0.440,0.307311
0.445,0.316002,0.445,0.310474,0.445,0.319787,0.445,0.312332,0.445,0.317628,0.445,0.312831,0.445,0.313825
0.450,0.321978,0.450,0.315892,0.450,0.326413,0.450,0.317645,0.450,0.323129,0.450,0.318677,0.450,0.319981
0.455,0.327571,0.455,0.321154,0.455,0.332494,0.455,0.322785,0.455,0.328447,0.455,0.324188,0.455,0.325743
0.460,0.332770,0.460,0.326261,0.460,0.338024,0.460,0.327750,0.460,0.333602,0.460,0.329348,0.460,0.331092
0.465,0.337582,0.465,0.331215,0.465,0.343025,0.465,0.332538,0.465,0.338633,0.465,0.334153,0.465,0.336028
0.470,0.342030,0.470,0.336023,0.470,0.347550,0.470,0.337154,0.470,0.343598,0.470,0.338613,0.470,0.340569
0.475,0.346153,0.475,0.340704,0.475,0.351510,0.475,0.341613,0.475,0.348569,0.475,0.342750,0.475,0.344750
0.480,0.350004,0.480,0.345284,0.480,0.355081,0.480,0.345937,0.480,0.353634,0.480,0.346600,0.480,0.348621
0.485,0.353518,0.485,0.349802,0.485,0.358831,0.485,0.350163,0.485,0.358893,0.485,0.350213,0.485,0.352246
0.490,0.357261,0.490,0.354309,0.490,0.362862,0.490,0.354340,0.490,0.364456,0.490,0.353649,0.490,0.355697
0.495,0.361364,0.495,0.358868,0.495,0.367283,0.495,0.358763,0.495,0.370438,0.495,0.357036,0.495,0.359370
0.500,0.365958,0.500,0.363555,0.500,0.372204,0.500,0.363724,0.500,0.376961,0.500,0.360762,0.500,0.363465
0.505,0.371181,0.505,0.369063,0.505,0.377737,0.505,0.369353,0.505,0.384148,0.505,0.364990,0.505,0.368120
0.510,0.377177,0.510,0.375572,0.510,0.383991,0.510,0.375802,0.510,0.392123,0.510,0.369867,0.510,0.373478
0.515,0.384090,0.515,0.383093,0.515,0.391075,0.515,0.383224,0.515,0.401012,0.515,0.375546,0.515,0.379686
0.520,0.392061,0.520,0.391775,0.520,0.399090,0.520,0.391768,0.520,0.410938,0.520,0.382182,0.520,0.386890
0.525,0.401222,0.525,0.401749,0.525,0.408136,0.525,0.401566,0.525,0.422027,0.525,0.389923,0.525,0.395227
0.530,0.411693,0.530,0.413116,0.530,0.418310,0.530,0.412733,0.530,0.434400,0.530,0.398904,0.530,0.404827
0.535,0.423575,0.535,0.425949,0.535,0.429701,0.535,0.425357,0.535,0.448176,0.535,0.409241,0.535,0.415800
0.540,0.436947,0.540,0.440278,0.540,0.442394,0.540,0.439493,0.540,0.463465,0.540,0.421029,0.540,0.428240
0.545,0.451864,0.545,0.456098,0.545,0.456465,0.545,0.455167,0.545,0.480367,0.545,0.434330,0.545,0.442218
0.550,0.468354,0.550,0.473363,0.550,0.471974,0.550,0.472366,0.550,0.498958,0.550,0.449177,0.550,0.457779
0.555,0.486414,0.555,0.491995,0.555,0.488968,0.555,0.491050,0.555,0.519287,0.555,0.465571,0.555,0.474943
0.560,0.506012,0.560,0.511890,0.560,0.507464,0.560,0.511148,0.560,0.541365,0.560,0.483480,0.560,0.493702
0.565,0.527087,0.565,0.532923,0.565,0.527454,0.565,0.532562,0.565,0.565151,0.565,0.502845,0.565,0.514018
0.570,0.549545,0.570,0.554963,0.570,0.548888,0.570,0.555181,0.570,0.590548,0.570,0.523579,0.570,0.535827
0.575,0.573268,0.575,0.577874,0.575,0.571680,0.575,0.578874,0.575,0.617392,0.575,0.545576,0.575,0.559032
0.580,0.598108,0.580,0.601527,0.580,0.595700,0.580,0.603502,0.580,0.645454,0.580,0.568710,0.580,0.583509
0.585,0.623893,0.585,0.625796,0.585,0.620779,0.585,0.628915,0.585,0.674437,0.585,0.592846,0.585,0.609103
0.590,0.650430,0.590,0.650563,0.590,0.646711,0.590,0.654953,0.590,0.703985,0.590,0.617833,0.590,0.635630
0.595,0.677501,0.595,0.675709,0.595,0.673261,0.595,0.681443,0.595,0.733699,0.595,0.643516,0.595,0.662878
0.600,0.704869,0.600,0.701110,0.600,0.700171,0.600,0.708193,0.600,0.763144,0.600,0.669723,0.600,0.690605
0.605,0.732279,0.605,0.726627,0.605,0.727170,0.605,0.734994,0.605,0.791879,0.605,0.696274,0.605,0.718545
0.610,0.759458,0.610,0.752099,0.610,0.753976,0.610,0.761611,0.610,0.819475,0.610,0.722969,0.610,0.746406
0.615,0.786121,0.615,0.777335,0.615,0.780308,0.615,0.787784,0.615,0.845538,0.615,0.749589,0.615,0.773880
0.620,0.811973,0.620,0.802114,0.620,0.805887,0.620,0.813238,0.620,0.869728,0.620,0.775892,0.620,0.800646
0.625,0.836723,0.625,0.826189,0.625,0.830443,0.625,0.837681,0.625,0.891780,0.625,0.801619,0.625,0.826386
0.630,0.860091,0.630,0.849290,0.630,0.853721,0.630,0.860829,0.630,0.911513,0.630,0.826491,0.630,0.850788
0.635,0.881821,0.635,0.871146,0.635,0.875487,0.635,0.882412,0.635,0.928834,0.635,0.850226,0.635,0.873572
0.640,0.901699,0.640,0.891497,0.640,0.895540,0.640,0.902197,0.640,0.943741,0.640,0.872546,0.640,0.894496
0.645,0.919564,0.645,0.910117,0.645,0.913717,0.645,0.920005,0.645,0.956313,0.645,0.893201,0.645,0.913375
0.650,0.935317,0.650,0.926830,0.650,0.929909,0.650,0.935722,0.650,0.966696,0.650,0.911978,0.650,0.930089
0.655,0.948931,0.655,0.941527,0.655,0.944063,0.655,0.949308,0.655,0.975092,0.655,0.928725,0.655,0.944595
0.660,0.960450,0.660,0.954174,0.660,0.956188,0.660,0.960799,0.660,0.981733,0.660,0.943357,0.660,0.956921
0.665,0.969982,0.665,0.964811,0.665,0.966356,0.665,0.970298,0.665,0.986872,0.665,0.955866,0.665,0.967167
0.670,0.977689,0.670,0.973548,0.670,0.974693,0.670,0.977968,0.670,0.990758,0.670,0.966318,0.670,0.975492
0.675,0.983774,0.675,0.980549,0.675,0.981370,0.675,0.984012,0.675,0.993630,0.675,0.974845,0.675,0.982096
0.680,0.988460,0.680,0.986019,0.680,0.986588,0.680,0.988657,0.680,0.995703,0.680,0.981630,0.680,0.987208
0.685,0.991981,0.685,0.990184,0.685,0.990565,0.685,0.992137,0.685,0.997165,0.685,0.986892,0.685,0.991068
0.690,0.994557,0.690,0.993271,0.690,0.993518,0.690,0.994677,0.690,0.998171,0.690,0.990868,0.690,0.993909
0.695,0.996394,0.695,0.995500,0.695,0.995654,0.695,0.996483,0.695,0.998847,0.695,0.993792,0.695,0.995945
0.700,0.997669,0.700,0.997064,0.700,0.997158,0.700,0.997733,0.700,0.999289,0.700,0.995885,0.700,0.997366
0.705,0.998531,0.705,0.998133,0.705,0.998188,0.705,0.998575,0.705,0.999572,0.705,0.997341,0.705,0.998331
0.710,0.999097,0.710,0.998843,0.710,0.998874,0.710,0.999126,0.710,0.999748,0.710,0.998326,0.710,0.998970
0.715,0.999459,0.715,0.999302,0.715,0.999318,0.715,0.999478,0.715,0.999856,0.715,0.998974,0.715,0.999380
0.720,0.999684,0.720,0.999590,0.720,0.999598,0.720,0.999696,0.720,0.999919,0.720,0.999388,0.720,0.999637
0.725,0.999821,0.725,0.999765,0.725,0.999769,0.725,0.999828,0.725,0.999956,0.725,0.999645,0.725,0.999793
0.730,0.999901,0.730,0.999869,0.730,0.999871,0.730,0.999905,0.730,0.999976,0.730,0.999799,0.730,0.999885
0.735,0.999947,0.735,0.999929,0.735,0.999930,0.735,0.999949,0.735,0.999988,0.735,0.999890,0.735,0.999938
0.740,0.999972,0.740,0.999963,0.740,0.999963,0.740,0.999973,0.740,0.999994,0.740,0.999941,0.740,0.999967
0.745,0.999986,0.745,0.999981,0.745,0.999981,0.745,0.999986,0.745,0.999997,0.745,0.999969,0.745,0.999983
0.750,0.999993,0.750,0.999990,0.750,0.999990,0.750,0.999993,0.750,0.999999,0.750,0.999985,0.750,0.999992
