Vf,composite
0.250,0.003555
0.255,0.005784
0.260,0.009068
0.265,0.013706
0.270,0.019992
0.275,0.028164
0.280,0.038365
0.285,0.050590
0.290,0.064663
0.295,0.080228
0.300,0.096778
0.305,0.113700
0.310,0.130349
0.315,0.146122
0.320,0.160526
0.325,0.173223
0.330,0.184053
0.335,0.193029
0.340,0.200310
0.345,0.206157
0.350,0.210892
0.355,0.214858
0.360,0.218379
0.365,0.221747
0.370,0.225200
0.375,0.228923
0.380,0.233045
0.385,0.237646
0.390,0.242759
0.395,0.248378
0.400,0.254463
0.405,0.260949
0.410,0.267752
0.415,0.274775
0.420,0.281913
0.425,0.289065
0.430,0.296132
0.435,0.303025
0.440,0.309669
0.445,0.316002
0.450,0.321978
0.455,0.327571
0.460,0.332770
0.465,0.337582
0.470,0.342030
0.475,0.346153
0.480,0.350004
0.485,0.353518
0.490,0.357261
0.495,0.361364
0.500,0.365958
0.505,0.371181
0.510,0.377177
0.515,0.384090
0.520,0.392061
0.525,0.401222
0.530,0.411693
0.535,0.423575
0.540,0.436947
0.545,0.451864
0.550,0.468354
0.555,0.486414
0.560,0.506012
0.565,0.527087
0.570,0.549545
0.575,0.573268
0.580,0.598108
0.585,0.623893
0.590,0.650430
0.595,0.677501
0.600,0.704869
0.605,0.732279
0.610,0.759458
0.615,0.786121
0.620,0.811973
0.625,0.836723
0.630,0.860091
0.635,0.881821
0.640,0.901699
0.645,0.919564
0.650,0.935317
0.655,0.948931
0.660,0.960450
0.665,0.969982
0.670,0.977689
0.675,0.983774
0.680,0.988460
0.685,0.991981
0.690,0.994557
0.695,0.996394
0.700,0.997669
0.705,0.998531
0.710,0.999097
0.715,0.999459
0.720,0.999684
0.725,0.999821
0.730,0.999901
0.735,0.999947
0.740,0.999972
0.745,0.999986
0.750,0.999993
