Vf,S2016
0.250,0.000041
0.255,0.000078
0.260,0.000145
0.265,0.000262
0.270,0.000460
0.275,0.000782
0.280,0.001292
0.285,0.002073
0.290,0.003231
0.295,0.004896
0.300,0.007216
0.305,0.010349
0.310,0.014457
0.315,0.019685
0.320,0.026152
0.325,0.033936
0.330,0.043066
0.335,0.053518
0.340,0.065220
0.345,0.078066
0.350,0.091927
0.355,0.106668
0.360,0.122159
0.365,0.138283
0.370,0.154932
0.375,0.172000
0.380,0.189374
0.385,0.206918
0.390,0.224471
0.395,0.241840
0.400,0.258809
0.405,0.275155
0.410,0.290661
0.415,0.305141
0.420,0.318455
0.425,0.330525
0.430,0.341338
0.435,0.350950
0.440,0.359474
0.445,0.367074
0.450,0.373945
0.455,0.380299
0.460,0.386351
0.465,0.392305
0.470,0.398346
0.475,0.404631
0.480,0.411288
0.485,0.418417
0.490,0.426089
0.495,0.434349
0.500,0.443225
0.505,0.452725
0.510,0.462851
0.515,0.473592
0.520,0.484938
0.525,0.496873
0.530,0.509383
0.535,0.522450
0.540,0.536056
0.545,0.550178
0.550,0.564789
0.555,0.579849
0.560,0.595311
0.565,0.611114
0.570,0.627183
0.575,0.643430
0.580,0.659752
0.585,0.676039
0.590,0.692171
0.595,0.708026
0.600,0.723480
0.605,0.738417
0.610,0.752727
0.615,0.766314
0.620,0.779099
0.625,0.791018
0.630,0.802030
0.635,0.816351
0.640,0.829365
0.645,0.840621
0.650,0.850358
0.655,0.858905
0.660,0.866655
0.665,0.874032
0.670,0.881444
0.675,0.889245
0.680,0.897683
0.685,0.906874
0.690,0.916778
0.695,0.927206
0.700,0.937854
0.705,0.948342
0.710,0.958281
0.715,0.967325
0.720,0.975221
0.725,0.981830
0.730,0.987132
0.735,0.991206
0.740,0.994207
0.745,0.996324
0.750,0.997754
