Vf,P2020
0.250,0.000004
0.255,0.000008
0.260,0.000017
0.265,0.000032
0.270,0.000060
0.275,0.000109
0.280,0.000192
0.285,0.000332
0.290,0.000559
0.295,0.000916
0.300,0.001464
0.305,0.002282
0.310,0.003470
0.315,0.005150
0.320,0.007466
0.325,0.010575
0.330,0.014644
0.335,0.019840
0.340,0.026319
0.345,0.034210
0.350,0.043610
0.355,0.054571
0.360,0.067096
0.365,0.081136
0.370,0.096594
0.375,0.113326
0.380,0.131152
0.385,0.149861
0.390,0.169218
0.395,0.188974
0.400,0.208874
0.405,0.228663
0.410,0.248100
0.415,0.266963
0.420,0.285067
0.425,0.302269
0.430,0.318482
0.435,0.333677
0.440,0.347884
0.445,0.361192
0.450,0.373738
0.455,0.385694
0.460,0.397253
0.465,0.408616
0.470,0.419975
0.475,0.431500
0.480,0.443334
0.485,0.455585
0.490,0.468324
0.495,0.481587
0.500,0.495377
0.505,0.509669
0.510,0.524416
0.515,0.539553
0.520,0.555001
0.525,0.570675
0.530,0.586484
0.535,0.602335
0.540,0.618137
0.545,0.633801
0.550,0.649243
0.555,0.664387
0.560,0.679160
0.565,0.693501
0.570,0.707355
0.575,0.720679
0.580,0.733436
0.585,0.745601
0.590,0.757154
0.595,0.768087
0.600,0.778394
0.605,0.788080
0.610,0.797152
0.615,0.805620
0.620,0.813500
0.625,0.820811
0.630,0.827571
0.635,0.833804
0.640,0.839536
0.645,0.844794
0.650,0.849607
0.655,0.854010
0.660,0.858035
0.665,0.861722
0.670,0.865109
0.675,0.871001
0.680,0.877230
0.685,0.883965
0.690,0.891485
0.695,0.899969
0.700,0.909445
0.705,0.919781
0.710,0.930684
0.715,0.941748
0.720,0.952510
0.725,0.962525
0.730,0.971431
0.735,0.978993
0.740,0.985123
0.745,0.989865
0.750,0.993365
