CD,composite,CD,P2020,CD,P2016,CD,S2018,CD,S2016,CD,G2018,CD,AG2018
1,0.380370,1,0.425832,1,0.377641,1,0.450693,1,0.385111,1,0.222291,1,0.410212
2,0.543633,2,0.606242,2,0.559206,2,0.616139,2,0.542481,2,0.350504,2,0.573362
3,0.554366,3,0.630288,3,0.573587,3,0.622302,3,0.546647,3,0.350295,3,0.585001
4,0.892229,4,0.911872,4,0.923269,4,0.928677,4,0.916655,4,0.734174,4,0.917393
5,0.625636,5,0.685506,5,0.626182,5,0.684018,5,0.623527,5,0.451404,5,0.661378
6,0.504799,6,0.550153,6,0.506414,6,0.561945,6,0.519877,6,0.342829,6,0.532065
7,0.789697,7,0.822545,7,0.815733,7,0.847308,7,0.807109,7,0.614874,7,0.807167
8,0.765325,8,0.817981,8,0.804903,8,0.816449,8,0.783244,8,0.558243,8,0.791424
