METRIC,AG2018
Vf,0.648601
Sf,0.843858
EG,-0.046656
PR,-0.195257
GAMMA,-0.144422
BS_50,0.026349
BV_50,0.011037
BS_V,0.042300
GS,0.021046
MM,0.025411
LO,0.138407
DECL,-13.203639
R,2.313970
r,1.342094
Sb,0.843858
Ra,0.921929
Rb,0.421929
Va,0.562460
Vb,0.299134
L_Vf,0.625000
L_Sf,0.809807
U_Vf,0.670000
U_Sf,0.876823
