METRIC,S2016
Vf,0.630553
Sf,0.803191
EG,-0.042085
PR,-0.172638
GAMMA,0.070739
BS_50,0.056775
BV_50,0.026250
BS_V,0.021648
GS,0.025289
MM,0.045466
LO,0.128721
DECL,-6.609706
R,2.322358
r,2.864195
Sb,0.803191
Ra,0.901595
Rb,0.401595
Va,0.561337
Vb,0.309942
L_Vf,0.610000
L_Sf,0.752727
U_Vf,0.655000
U_Sf,0.858905
