METRIC,P2016
Vf,0.640162
Sf,0.807710
EG,-0.027386
PR,-0.167548
GAMMA,0.023365
BS_50,0.056280
BV_50,0.023622
BS_V,0.036722
GS,0.028368
MM,0.040278
LO,0.127822
DECL,-10.853549
R,2.195388
r,2.362086
Sb,0.807710
Ra,0.903855
Rb,0.403855
Va,0.573321
Vb,0.298856
L_Vf,0.620000
L_Sf,0.771316
U_Vf,0.665000
U_Sf,0.856279
