METRIC,composite
Vf,0.544809
Sf,0.537302
EG,0.052316
PR,0.007507
GAMMA,0.093194
BS_50,0.086971
BV_50,0.031785
BS_V,0.078515
GS,0.031565
MM,0.041897
LO,0.071108
DECL,11.075515
R,0.832472
r,2.912282
Sb,0.537302
Ra,0.768651
Rb,0.268651
Va,0.566663
Vb,0.362229
L_Vf,0.520000
L_Sf,0.467023
U_Vf,0.565000
U_Sf,0.615036
