Vf,S2018
0.250,0.000004
0.255,0.000007
0.260,0.000015
0.265,0.000028
0.270,0.000052
0.275,0.000095
0.280,0.000168
0.285,0.000290
0.290,0.000487
0.295,0.000796
0.300,0.001269
0.305,0.001973
0.310,0.002989
0.315,0.004416
0.320,0.006367
0.325,0.008959
0.330,0.012312
0.335,0.016533
0.340,0.021708
0.345,0.027888
0.350,0.035086
0.355,0.043267
0.360,0.052353
0.365,0.062227
0.370,0.072745
0.375,0.083751
0.380,0.095092
0.385,0.106634
0.390,0.118271
0.395,0.129931
0.400,0.141576
0.405,0.153200
0.410,0.164817
0.415,0.176458
0.420,0.188161
0.425,0.199963
0.430,0.211903
0.435,0.224016
0.440,0.236338
0.445,0.248907
0.450,0.261765
0.455,0.274958
0.460,0.288537
0.465,0.302553
0.470,0.317056
0.475,0.332088
0.480,0.347682
0.485,0.363855
0.490,0.380609
0.495,0.397929
0.500,0.415784
0.505,0.434127
0.510,0.452900
0.515,0.472035
0.520,0.491455
0.525,0.511082
0.530,0.530833
0.535,0.550627
0.540,0.570384
0.545,0.590027
0.550,0.609485
0.555,0.628691
0.560,0.647587
0.565,0.666120
0.570,0.684247
0.575,0.701934
0.580,0.719153
0.585,0.735887
0.590,0.752125
0.595,0.767860
0.600,0.783094
0.605,0.797826
0.610,0.812061
0.615,0.825800
0.620,0.839044
0.625,0.852061
0.630,0.871570
0.635,0.890174
0.640,0.907603
0.645,0.923614
0.650,0.938012
0.655,0.950671
0.660,0.961541
0.665,0.970647
0.670,0.978085
0.675,0.984005
0.680,0.988595
0.685,0.992060
0.690,0.994604
0.695,0.996423
0.700,0.997688
0.705,0.998543
0.710,0.999105
0.715,0.999465
0.720,0.999688
0.725,0.999823
0.730,0.999902
0.735,0.999947
0.740,0.999972
0.745,0.999986
0.750,0.999993
