METRIC,S2020
Vf,0.528398
Sf,0.490718
EG,0.066078
PR,0.037680
GAMMA,0.082662
BS_50,0.077157
BV_50,0.031547
BS_V,0.075809
GS,0.030027
MM,0.038265
LO,0.062985
DECL,12.827732
R,-0.326853
r,2.583978
Sb,0.490718
Ra,0.745359
Rb,0.245359
Va,0.578783
Vb,0.358232
L_Vf,0.505000
L_Sf,0.434617
U_Vf,0.550000
U_Sf,0.560919
