CD,composite,P2020,P2016,S2020,S2018,G2018,AG2018
7,0.366582,0.330840,0.316296,0.348764,0.484358,0.392728,0.362063
6,0.415626,0.409805,0.370345,0.402210,0.506623,0.428155,0.386504
8,0.473298,0.442321,0.430504,0.447035,0.568077,0.502283,0.468101
1,0.474572,0.452972,0.423770,0.460969,0.563677,0.514260,0.449839
2,0.531252,0.536654,0.494167,0.519297,0.610810,0.536925,0.491082
3,0.584949,0.606983,0.560279,0.578994,0.650620,0.572626,0.534453
4,0.685566,0.692033,0.670273,0.675220,0.739611,0.684612,0.650028
5,0.813593,0.822064,0.802331,0.803073,0.847579,0.813785,0.791206
