METRIC,P2020
Vf,0.536396
Sf,0.502889
EG,0.069903
PR,0.033507
GAMMA,0.076233
BS_50,0.063253
BV_50,0.034809
BS_V,0.066332
GS,0.027510
MM,0.041583
LO,0.071997
DECL,13.014782
R,0.079373
r,2.173916
Sb,0.502889
Ra,0.751444
Rb,0.251444
Va,0.587013
Vb,0.340991
L_Vf,0.515000
L_Sf,0.464341
U_Vf,0.560000
U_Sf,0.568475
