CD,composite,CD,P2020,CD,P2016,CD,S2020,CD,S2018,CD,G2018,CD,AG2018
1,0.474572,1,0.452972,1,0.423770,1,0.460969,1,0.563677,1,0.514260,1,0.449839
2,0.531252,2,0.536654,2,0.494167,2,0.519297,2,0.610810,2,0.536925,2,0.491082
3,0.584949,3,0.606983,3,0.560279,3,0.578994,3,0.650620,3,0.572626,3,0.534453
4,0.685566,4,0.692033,4,0.670273,4,0.675220,4,0.739611,4,0.684612,4,0.650028
5,0.813593,5,0.822064,5,0.802331,5,0.803073,5,0.847579,5,0.813785,5,0.791206
6,0.415626,6,0.409805,6,0.370345,6,0.402210,6,0.506623,6,0.428155,6,0.386504
7,0.366582,7,0.330840,7,0.316296,7,0.348764,7,0.484358,7,0.392728,7,0.362063
8,0.473298,8,0.442321,8,0.430504,8,0.447035,8,0.568077,8,0.502283,8,0.468101
