METRIC,P2020
Vf,0.425066
Sf,0.184080
EG,0.166052
PR,0.240986
GAMMA,0.157452
BS_50,0.081889
BV_50,0.013966
BS_V,-0.032026
GS,0.019639
MM,0.022464
LO,0.000000
DECL,0.000000
R,4.215983
r,2.114771
Sb,0.184080
Ra,0.592040
Rb,0.092040
Va,0.603475
Vb,0.480434
L_Vf,0.405000
L_Sf,0.121552
U_Vf,0.450000
U_Sf,0.238044
