CD,composite,P2020,P2016,S2020,S2016,G2018,AG2018,MEAN,SEM,RSE,Δ,Δ/MEAN,Δ/SEM
1,0.346120,0.348760,0.318002,0.367774,0.265671,0.483657,0.343144,0.354501,0.029576,0.083430,-0.008381,-0.023642,-0.283372
4,0.386482,0.388691,0.353509,0.407400,0.316435,0.495959,0.378725,0.390120,0.024767,0.063486,-0.003638,-0.009325,-0.146889
2,0.422167,0.416512,0.398660,0.438651,0.366511,0.537267,0.403102,0.426784,0.024109,0.056490,-0.004617,-0.010818,-0.191505
3,0.500487,0.522735,0.470921,0.524874,0.406205,0.579456,0.495285,0.499913,0.023885,0.047778,0.000574,0.001148,0.024032
