METRIC,S2020
Vf,0.439811
Sf,0.201577
EG,0.178045
PR,0.238234
GAMMA,0.095224
BS_50,0.062603
BV_50,0.010507
BS_V,-0.009920
GS,0.013250
MM,0.016786
LO,0.000000
DECL,0.000000
R,4.958095
r,3.376010
Sb,0.201577
Ra,0.600789
Rb,0.100789
Va,0.586007
Vb,0.483409
L_Vf,0.415000
L_Sf,0.117639
U_Vf,0.460000
U_Sf,0.261418
