Vf,S2020
0.250,0.000000
0.255,0.000000
0.260,0.000000
0.265,0.000001
0.270,0.000001
0.275,0.000002
0.280,0.000004
0.285,0.000008
0.290,0.000015
0.295,0.000027
0.300,0.000048
0.305,0.000084
0.310,0.000144
0.315,0.000241
0.320,0.000395
0.325,0.000633
0.330,0.000996
0.335,0.001534
0.340,0.002317
0.345,0.003428
0.350,0.004974
0.355,0.007076
0.360,0.009872
0.365,0.013512
0.370,0.018146
0.375,0.023920
0.380,0.030961
0.385,0.039365
0.390,0.049186
0.395,0.060425
0.400,0.073027
0.405,0.086880
0.410,0.101819
0.415,0.117639
0.420,0.134111
0.425,0.151002
0.430,0.168095
0.435,0.185209
0.440,0.202089
0.445,0.215895
0.450,0.230292
0.455,0.245417
0.460,0.261418
0.465,0.278453
0.470,0.296680
0.475,0.316244
0.480,0.337271
0.485,0.359859
0.490,0.384072
0.495,0.409928
0.500,0.437397
0.505,0.466398
0.510,0.496798
0.515,0.528408
0.520,0.560992
0.525,0.594267
0.530,0.627913
0.535,0.661578
0.540,0.694895
0.545,0.727489
0.550,0.758993
0.555,0.789064
0.560,0.817393
0.565,0.843721
0.570,0.867847
0.575,0.889636
0.580,0.909020
0.585,0.926000
0.590,0.940640
0.595,0.953060
0.600,0.963422
0.605,0.971922
0.610,0.978777
0.615,0.984209
0.620,0.988437
0.625,0.991670
0.630,0.994098
0.635,0.995887
0.640,0.997183
0.645,0.998103
0.650,0.998745
0.655,0.999184
0.660,0.999479
0.665,0.999673
0.670,0.999799
0.675,0.999878
0.680,0.999928
0.685,0.999958
0.690,0.999976
0.695,0.999986
0.700,0.999992
0.705,0.999996
0.710,0.999998
0.715,0.999999
0.720,0.999999
0.725,1.000000
0.730,1.000000
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
