Vf,P2020
0.250,0.000000
0.255,0.000000
0.260,0.000001
0.265,0.000002
0.270,0.000003
0.275,0.000007
0.280,0.000012
0.285,0.000023
0.290,0.000042
0.295,0.000075
0.300,0.000131
0.305,0.000224
0.310,0.000373
0.315,0.000609
0.320,0.000972
0.325,0.001518
0.330,0.002321
0.335,0.003472
0.340,0.005087
0.345,0.007298
0.350,0.010255
0.355,0.014119
0.360,0.019048
0.365,0.025193
0.370,0.032676
0.375,0.041578
0.380,0.051925
0.385,0.063678
0.390,0.076727
0.395,0.090891
0.400,0.105929
0.405,0.121552
0.410,0.137452
0.415,0.153319
0.420,0.168873
0.425,0.183886
0.430,0.194460
0.435,0.205014
0.440,0.215704
0.445,0.226660
0.450,0.238044
0.455,0.250042
0.460,0.262861
0.465,0.276713
0.470,0.291816
0.475,0.308373
0.480,0.326569
0.485,0.346556
0.490,0.368445
0.495,0.392296
0.500,0.418111
0.505,0.445833
0.510,0.475336
0.515,0.506434
0.520,0.538877
0.525,0.572363
0.530,0.606538
0.535,0.641016
0.540,0.675385
0.545,0.709224
0.550,0.742119
0.555,0.773679
0.560,0.803550
0.565,0.831430
0.570,0.857080
0.575,0.880333
0.580,0.901093
0.585,0.919343
0.590,0.935130
0.595,0.948567
0.600,0.959815
0.605,0.969072
0.610,0.976561
0.615,0.982513
0.620,0.987161
0.625,0.990727
0.630,0.993412
0.635,0.995398
0.640,0.996839
0.645,0.997867
0.650,0.998585
0.655,0.999078
0.660,0.999410
0.665,0.999629
0.670,0.999771
0.675,0.999861
0.680,0.999917
0.685,0.999952
0.690,0.999972
0.695,0.999984
0.700,0.999991
0.705,0.999995
0.710,0.999998
0.715,0.999999
0.720,0.999999
0.725,1.000000
0.730,1.000000
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
