CD,composite,P2020,P2016,S2020,S2018,G2018,AG2018,MEAN,SEM,RSE,Δ,Δ/MEAN,Δ/SEM
9,0.528639,0.592558,0.553325,0.586027,0.522529,0.262497,0.608961,0.520983,0.053216,0.102145,0.007656,0.014695,0.143867
1,0.569114,0.610518,0.594696,0.611941,0.596719,0.314361,0.650939,0.563196,0.050448,0.089574,0.005918,0.010508,0.117309
6,0.572613,0.640508,0.598057,0.638387,0.573996,0.264772,0.672406,0.564688,0.061626,0.109133,0.007925,0.014034,0.128598
3,0.582816,0.639987,0.615723,0.642496,0.593294,0.285669,0.671692,0.574810,0.058831,0.102349,0.008006,0.013928,0.136085
4,0.588438,0.645003,0.621738,0.634753,0.600429,0.308173,0.678525,0.581437,0.055668,0.095742,0.007001,0.012041,0.125763
2,0.598534,0.657572,0.629512,0.651059,0.613248,0.320840,0.679722,0.591992,0.055036,0.092967,0.006542,0.011051,0.118868
8,0.614630,0.680336,0.647959,0.670611,0.605299,0.324481,0.713794,0.607080,0.058403,0.096203,0.007550,0.012437,0.129274
5,0.696714,0.759937,0.733398,0.754372,0.715393,0.400141,0.779151,0.690399,0.058745,0.085088,0.006315,0.009147,0.107499
7,0.828544,0.867213,0.877526,0.868164,0.868717,0.566448,0.890671,0.823123,0.051464,0.062523,0.005421,0.006586,0.105336
