METRIC,P2016
Vf,0.646524
Sf,0.987655
EG,-0.194607
PR,-0.341131
GAMMA,-0.392646
BS_50,0.078266
BV_50,0.012965
BS_V,-0.011351
GS,0.019003
MM,0.024786
LO,0.000000
DECL,0.000000
R,3.328158
r,0.648420
Sb,0.987655
Ra,0.993828
Rb,0.493828
Va,0.500000
Vb,0.346430
L_Vf,0.625000
L_Sf,0.970454
U_Vf,0.670000
U_Sf,0.997612
