CD,composite,CD,P2020,CD,P2016,CD,S2020,CD,S2018,CD,G2018,CD,AG2018
1,0.569114,1,0.610518,1,0.594696,1,0.611941,1,0.596719,1,0.314361,1,0.650939
2,0.598534,2,0.657572,2,0.629512,2,0.651059,2,0.613248,2,0.320840,2,0.679722
3,0.582816,3,0.639987,3,0.615723,3,0.642496,3,0.593294,3,0.285669,3,0.671692
4,0.588438,4,0.645003,4,0.621738,4,0.634753,4,0.600429,4,0.308173,4,0.678525
5,0.696714,5,0.759937,5,0.733398,5,0.754372,5,0.715393,5,0.400141,5,0.779151
6,0.572613,6,0.640508,6,0.598057,6,0.638387,6,0.573996,6,0.264772,6,0.672406
7,0.828544,7,0.867213,7,0.877526,7,0.868164,7,0.868717,7,0.566448,7,0.890671
8,0.614630,8,0.680336,8,0.647959,8,0.670611,8,0.605299,8,0.324481,8,0.713794
9,0.528639,9,0.592558,9,0.553325,9,0.586027,9,0.522529,9,0.262497,9,0.608961
