METRIC,composite
Vf,0.613854
Sf,0.960507
EG,-0.232799
PR,-0.346653
GAMMA,-0.277142
BS_50,0.074764
BV_50,0.012172
BS_V,-0.023051
GS,0.018638
MM,0.025416
LO,0.000000
DECL,0.000000
R,4.044715
r,1.610529
Sb,0.960507
Ra,0.980253
Rb,0.480253
Va,0.500000
Vb,0.376902
L_Vf,0.590000
L_Sf,0.910863
U_Vf,0.635000
U_Sf,0.987371
