Vf,S2020
0.250,0.000001
0.255,0.000001
0.260,0.000003
0.265,0.000006
0.270,0.000011
0.275,0.000022
0.280,0.000039
0.285,0.000071
0.290,0.000123
0.295,0.000210
0.300,0.000349
0.305,0.000565
0.310,0.000895
0.315,0.001384
0.320,0.002089
0.325,0.003083
0.330,0.004445
0.335,0.006266
0.340,0.008639
0.345,0.011655
0.350,0.015394
0.355,0.019919
0.360,0.025266
0.365,0.031438
0.370,0.038409
0.375,0.046119
0.380,0.054479
0.385,0.063389
0.390,0.072738
0.395,0.082428
0.400,0.092377
0.405,0.102533
0.410,0.112881
0.415,0.123442
0.420,0.134274
0.425,0.145466
0.430,0.157130
0.435,0.169399
0.440,0.182416
0.445,0.196326
0.450,0.211279
0.455,0.227416
0.460,0.244872
0.465,0.263770
0.470,0.284213
0.475,0.306281
0.480,0.330022
0.485,0.355446
0.490,0.382519
0.495,0.411156
0.500,0.441220
0.505,0.472519
0.510,0.504816
0.515,0.537829
0.520,0.571243
0.525,0.604723
0.530,0.637926
0.535,0.670515
0.540,0.702170
0.545,0.732601
0.550,0.761559
0.555,0.788837
0.560,0.814279
0.565,0.837781
0.570,0.859283
0.575,0.878776
0.580,0.896288
0.585,0.911881
0.590,0.925647
0.595,0.937697
0.600,0.948159
0.605,0.957168
0.610,0.964864
0.615,0.971385
0.620,0.976866
0.625,0.981438
0.630,0.985219
0.635,0.988322
0.640,0.990847
0.645,0.992884
0.650,0.994514
0.655,0.995806
0.660,0.996822
0.665,0.997613
0.670,0.998344
0.675,0.998919
0.680,0.999308
0.685,0.999567
0.690,0.999734
0.695,0.999840
0.700,0.999906
0.705,0.999946
0.710,0.999970
0.715,0.999983
0.720,0.999991
0.725,0.999995
0.730,0.999998
0.735,0.999999
0.740,0.999999
0.745,1.000000
0.750,1.000000
