METRIC,AG2018
Vf,0.699581
Sf,0.999630
EG,-0.100468
PR,-0.300049
GAMMA,-0.493819
BS_50,0.043893
BV_50,0.006716
BS_V,0.000090
GS,0.009453
MM,0.021056
LO,0.000000
DECL,0.000000
R,2.503395
r,0.029116
Sb,0.999630
Ra,0.999815
Rb,0.499815
Va,0.500000
Vb,0.294869
L_Vf,0.675000
L_Sf,0.998301
U_Vf,0.720000
U_Sf,0.999960
