Vf,P2016
0.250,0.000003
0.255,0.000007
0.260,0.000013
0.265,0.000025
0.270,0.000047
0.275,0.000085
0.280,0.000151
0.285,0.000260
0.290,0.000436
0.295,0.000712
0.300,0.001133
0.305,0.001757
0.310,0.002656
0.315,0.003915
0.320,0.005628
0.325,0.007894
0.330,0.010808
0.335,0.014453
0.340,0.018886
0.345,0.024134
0.350,0.030181
0.355,0.036968
0.360,0.044395
0.365,0.052327
0.370,0.060612
0.375,0.069092
0.380,0.077624
0.385,0.086094
0.390,0.094433
0.395,0.102619
0.400,0.110682
0.405,0.118696
0.410,0.126772
0.415,0.135043
0.420,0.143655
0.425,0.152755
0.430,0.162483
0.435,0.172969
0.440,0.184332
0.445,0.196681
0.450,0.210116
0.455,0.224736
0.460,0.240635
0.465,0.257903
0.470,0.276624
0.475,0.296871
0.480,0.318696
0.485,0.342126
0.490,0.367152
0.495,0.393720
0.500,0.421734
0.505,0.451043
0.510,0.481454
0.515,0.512725
0.520,0.544584
0.525,0.576728
0.530,0.608845
0.535,0.640617
0.540,0.671739
0.545,0.701926
0.550,0.730927
0.555,0.758524
0.560,0.784546
0.565,0.808865
0.570,0.831398
0.575,0.852104
0.580,0.870981
0.585,0.888062
0.590,0.903405
0.595,0.917092
0.600,0.929221
0.605,0.939902
0.610,0.949249
0.615,0.957379
0.620,0.964410
0.625,0.970454
0.630,0.975619
0.635,0.980006
0.640,0.983709
0.645,0.986815
0.650,0.990057
0.655,0.992831
0.660,0.994931
0.665,0.996485
0.670,0.997612
0.675,0.998411
0.680,0.998965
0.685,0.999340
0.690,0.999588
0.695,0.999749
0.700,0.999850
0.705,0.999912
0.710,0.999950
0.715,0.999972
0.720,0.999985
0.725,0.999992
0.730,0.999996
0.735,0.999998
0.740,0.999999
0.745,0.999999
0.750,1.000000
