METRIC,S2020
Vf,0.666882
Sf,0.997862
EG,-0.164098
PR,-0.330980
GAMMA,-0.473477
BS_50,0.058780
BV_50,0.009254
BS_V,-0.001734
GS,0.013757
MM,0.024386
LO,0.000000
DECL,0.000000
R,2.983320
r,0.146124
Sb,0.997862
Ra,0.998931
Rb,0.498931
Va,0.500000
Vb,0.326736
L_Vf,0.645000
L_Sf,0.992884
U_Vf,0.690000
U_Sf,0.999734
