METRIC,P2016
Vf,0.306953
Sf,0.000115
EG,0.113791
PR,0.306838
GAMMA,0.497759
BS_50,-0.001884
BV_50,-0.000276
BS_V,-0.000054
GS,-0.004507
MM,-0.005133
LO,0.000000
DECL,0.000000
R,2.589448
r,0.011012
Sb,0.000115
Ra,0.500057
Rb,0.000057
Va,0.693507
Vb,0.500000
L_Vf,0.285000
L_Sf,0.000009
U_Vf,0.330000
U_Sf,0.000697
