CD,composite,P2020,P2016,S2020,S2016,G2018,AG2018
2,0.270867,0.228126,0.239201,0.251997,0.253999,0.382264,0.312877
3,0.284485,0.281021,0.261269,0.293183,0.219171,0.382513,0.312555
4,0.343862,0.341630,0.312086,0.346299,0.264030,0.452119,0.374692
1,0.379865,0.390422,0.352514,0.400123,0.298777,0.459937,0.386075
5,0.394804,0.405262,0.367430,0.412290,0.290656,0.498612,0.403622
