Vf,P2016
0.250,0.000000
0.255,0.000000
0.260,0.000000
0.265,0.000001
0.270,0.000001
0.275,0.000002
0.280,0.000005
0.285,0.000009
0.290,0.000016
0.295,0.000030
0.300,0.000053
0.305,0.000093
0.310,0.000148
0.315,0.000222
0.320,0.000329
0.325,0.000482
0.330,0.000697
0.335,0.000998
0.340,0.001412
0.345,0.001975
0.350,0.002731
0.355,0.003734
0.360,0.005048
0.365,0.006749
0.370,0.008924
0.375,0.011673
0.380,0.015103
0.385,0.019335
0.390,0.024494
0.395,0.030710
0.400,0.038114
0.405,0.046832
0.410,0.056982
0.415,0.068672
0.420,0.081989
0.425,0.097001
0.430,0.113751
0.435,0.132256
0.440,0.152506
0.445,0.174466
0.450,0.198074
0.455,0.223250
0.460,0.249897
0.465,0.277906
0.470,0.307159
0.475,0.337536
0.480,0.368912
0.485,0.401165
0.490,0.434166
0.495,0.467786
0.500,0.501884
0.505,0.536306
0.510,0.570878
0.515,0.605406
0.520,0.639671
0.525,0.673430
0.530,0.706424
0.535,0.738381
0.540,0.769026
0.545,0.798097
0.550,0.825354
0.555,0.850596
0.560,0.873663
0.565,0.894456
0.570,0.912929
0.575,0.929099
0.580,0.943038
0.585,0.954865
0.590,0.964740
0.595,0.972852
0.600,0.979406
0.605,0.984611
0.610,0.988677
0.615,0.991797
0.620,0.994150
0.625,0.995895
0.630,0.997166
0.635,0.998075
0.640,0.998714
0.645,0.999155
0.650,0.999454
0.655,0.999653
0.660,0.999783
0.665,0.999867
0.670,0.999920
0.675,0.999952
0.680,0.999972
0.685,0.999984
0.690,0.999991
0.695,0.999995
0.700,0.999997
0.705,0.999999
0.710,0.999999
0.715,1.000000
0.720,1.000000
0.725,1.000000
0.730,1.000000
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
