METRIC,S2020
Vf,0.342375
Sf,0.004097
EG,0.180653
PR,0.338278
GAMMA,0.452185
BS_50,-0.003882
BV_50,-0.000695
BS_V,-0.001681
GS,-0.006131
MM,-0.003924
LO,0.000000
DECL,0.000000
R,3.146090
r,0.277354
Sb,0.004097
Ra,0.502049
Rb,0.002049
Va,0.659500
Vb,0.500000
L_Vf,0.320000
L_Sf,0.000579
U_Vf,0.365000
U_Sf,0.014019
