METRIC,P2016
Vf,0.356212
Sf,0.142867
EG,0.069557
PR,0.213345
GAMMA,0.356785
BS_50,0.152544
BV_50,0.022513
BS_V,-0.063340
GS,0.061463
MM,0.030546
LO,-0.040786
DECL,40.757105
R,2.483750
r,0.002424
Sb,0.142867
Ra,0.571433
Rb,0.071433
Va,0.697629
Vb,0.343157
L_Vf,0.335000
L_Sf,0.142627
U_Vf,0.380000
U_Sf,0.143017
