METRIC,P2020
Vf,0.370886
Sf,0.142946
EG,0.098826
PR,0.227940
GAMMA,0.355672
BS_50,0.115176
BV_50,0.016500
BS_V,-0.049448
GS,0.050401
MM,0.019543
LO,-0.015787
DECL,43.657583
R,2.765419
r,0.010710
Sb,0.142946
Ra,0.571473
Rb,0.071473
Va,0.677589
Vb,0.338198
L_Vf,0.350000
L_Sf,0.142739
U_Vf,0.395000
U_Sf,0.143674
