CD,composite,CD,P2020,CD,P2016,CD,S2020,CD,S2017,CD,G2018,CD,AG2018
1,0.390132,1,0.357033,1,0.349524,1,0.390950,1,0.491381,1,0.394004,1,0.403094
2,0.370302,2,0.351343,2,0.332597,2,0.377133,2,0.456257,2,0.357179,2,0.387798
3,0.355239,3,0.327753,3,0.321455,3,0.351827,3,0.470266,3,0.354395,3,0.364004
4,0.225359,4,0.187971,4,0.185896,4,0.220542,4,0.317791,4,0.251782,4,0.256363
5,0.385258,5,0.362249,5,0.325666,5,0.394883,5,0.498143,5,0.384938,5,0.389495
6,0.368970,6,0.348130,6,0.299079,6,0.373672,6,0.488253,6,0.381055,6,0.369221
7,0.684726,7,0.661999,7,0.656877,7,0.677574,7,0.760797,7,0.679887,7,0.686156
