METRIC,AG2018
Vf,0.411679
Sf,0.144852
EG,0.178506
PR,0.266827
GAMMA,0.341313
BS_50,0.158315
BV_50,0.023345
BS_V,-0.005108
GS,0.054754
MM,0.023881
LO,0.043735
DECL,50.378539
R,4.021110
r,0.156649
Sb,0.144852
Ra,0.572426
Rb,0.072426
Va,0.638416
Vb,0.317849
L_Vf,0.390000
L_Sf,0.143230
U_Vf,0.435000
U_Sf,0.152840
