METRIC,composite
Vf,0.400204
Sf,0.143762
EG,0.156646
PR,0.256442
GAMMA,0.347433
BS_50,0.143827
BV_50,0.020904
BS_V,-0.016635
GS,0.052729
MM,0.029902
LO,0.032006
DECL,49.130112
R,3.569657
r,0.088228
Sb,0.143762
Ra,0.571881
Rb,0.071881
Va,0.650827
Vb,0.317168
L_Vf,0.380000
L_Sf,0.143018
U_Vf,0.425000
U_Sf,0.148661
