METRIC,S2017
Vf,0.508261
Sf,0.378057
EG,0.138465
PR,0.130204
GAMMA,0.170866
BS_50,0.167487
BV_50,0.026226
BS_V,0.164587
GS,0.041769
MM,0.020008
LO,0.031486
DECL,14.825599
R,-14.761346
r,5.922065
Sb,0.378057
Ra,0.689028
Rb,0.189028
Va,0.558832
Vb,0.409682
L_Vf,0.485000
L_Sf,0.262477
U_Vf,0.530000
U_Sf,0.526510
