CD,composite,P2020,P2016,S2020,S2017,G2018,AG2018
4,0.225359,0.187971,0.185896,0.220542,0.317791,0.251782,0.256363
3,0.355239,0.327753,0.321455,0.351827,0.470266,0.354395,0.364004
6,0.368970,0.348130,0.299079,0.373672,0.488253,0.381055,0.369221
2,0.370302,0.351343,0.332597,0.377133,0.456257,0.357179,0.387798
5,0.385258,0.362249,0.325666,0.394883,0.498143,0.384938,0.389495
1,0.390132,0.357033,0.349524,0.390950,0.491381,0.394004,0.403094
7,0.684726,0.661999,0.656877,0.677574,0.760797,0.679887,0.686156
