Vf,P2016
0.250,0.000267
0.255,0.000486
0.260,0.000855
0.265,0.001454
0.270,0.002395
0.275,0.003821
0.280,0.005907
0.285,0.008854
0.290,0.012877
0.295,0.018189
0.300,0.024972
0.305,0.033356
0.310,0.043394
0.315,0.055045
0.320,0.068169
0.325,0.082529
0.330,0.097808
0.335,0.113634
0.340,0.129610
0.345,0.145343
0.350,0.160472
0.355,0.174688
0.360,0.187746
0.365,0.199477
0.370,0.209784
0.375,0.218640
0.380,0.226084
0.385,0.232205
0.390,0.237137
0.395,0.241041
0.400,0.244097
0.405,0.246490
0.410,0.248401
0.415,0.250002
0.420,0.251453
0.425,0.252900
0.430,0.254475
0.435,0.256299
0.440,0.258486
0.445,0.261140
0.450,0.264363
0.455,0.268248
0.460,0.272881
0.465,0.278336
0.470,0.284678
0.475,0.291951
0.480,0.300183
0.485,0.309377
0.490,0.319515
0.495,0.330553
0.500,0.343390
0.505,0.357544
0.510,0.372813
0.515,0.389191
0.520,0.406684
0.525,0.425313
0.530,0.445116
0.535,0.466136
0.540,0.488420
0.545,0.512006
0.550,0.536904
0.555,0.563087
0.560,0.590477
0.565,0.618934
0.570,0.648253
0.575,0.678161
0.580,0.708331
0.585,0.738388
0.590,0.767932
0.595,0.796555
0.600,0.823866
0.605,0.849513
0.610,0.873199
0.615,0.894702
0.620,0.913877
0.625,0.930666
0.630,0.945092
0.635,0.957250
0.640,0.967295
0.645,0.975429
0.650,0.981881
0.655,0.986891
0.660,0.990699
0.665,0.993532
0.670,0.995593
0.675,0.997059
0.680,0.998078
0.685,0.998771
0.690,0.999231
0.695,0.999529
0.700,0.999718
0.705,0.999835
0.710,0.999906
0.715,0.999947
0.720,0.999971
0.725,0.999985
0.730,0.999992
0.735,0.999996
0.740,0.999998
0.745,0.999999
0.750,1.000000
