METRIC,P2020
Vf,0.503205
Sf,0.341362
EG,0.165048
PR,0.161843
GAMMA,0.166998
BS_50,0.166501
BV_50,0.042814
BS_V,0.166003
GS,0.060286
MM,0.054439
LO,0.095488
DECL,32.137260
R,-49.497030
r,2.608547
Sb,0.341362
Ra,0.670681
Rb,0.170681
Va,0.574858
Vb,0.329654
L_Vf,0.480000
L_Sf,0.293525
U_Vf,0.525000
U_Sf,0.416803
