METRIC,composite
Vf,0.506773
Sf,0.379635
EG,0.133911
PR,0.127138
GAMMA,0.141341
BS_50,0.139396
BV_50,0.038347
BS_V,0.138527
GS,0.049893
MM,0.046760
LO,0.074406
DECL,24.627522
R,-17.771247
r,3.097118
Sb,0.379635
Ra,0.689818
Rb,0.189818
Va,0.576215
Vb,0.349379
L_Vf,0.485000
L_Sf,0.323226
U_Vf,0.530000
U_Sf,0.463920
