CD,composite,P2020,P2016,S2018,S2016,G2018,AG2018
1,0.494412,0.489813,0.485776,0.541870,0.470953,0.493193,0.489281
2,0.711920,0.711722,0.701175,0.740311,0.693422,0.719176,0.703643
3,0.501854,0.476208,0.476041,0.564455,0.488166,0.509733,0.507275
4,0.752860,0.768689,0.763666,0.775465,0.716710,0.746424,0.743110
5,0.354921,0.383940,0.355924,0.392588,0.320642,0.337950,0.335769
6,0.420362,0.420424,0.408144,0.473201,0.392250,0.415409,0.420007
7,0.417258,0.398642,0.392408,0.477388,0.411373,0.416056,0.421666
8,0.425615,0.421323,0.408907,0.486998,0.391732,0.426082,0.427286
