Vf,composite,P2020,P2016,S2018,S2016,G2018,AG2018
0.250,0.000094,0.000213,0.000267,0.000013,0.000107,0.000086,0.000077
0.255,0.000178,0.000390,0.000486,0.000026,0.000203,0.000163,0.000147
0.260,0.000326,0.000693,0.000855,0.000050,0.000372,0.000302,0.000271
0.265,0.000579,0.001192,0.001454,0.000094,0.000662,0.000540,0.000485
0.270,0.000999,0.001985,0.002395,0.000172,0.001143,0.000938,0.000841
0.275,0.001669,0.003202,0.003821,0.000306,0.001912,0.001580,0.001416
0.280,0.002708,0.005007,0.005907,0.000529,0.003105,0.002584,0.002314
0.285,0.004264,0.007595,0.008854,0.000891,0.004893,0.004102,0.003672
0.290,0.006521,0.011180,0.012877,0.001461,0.007485,0.006322,0.005659
0.295,0.009690,0.015983,0.018189,0.002332,0.011121,0.009468,0.008477
0.300,0.014000,0.022211,0.024972,0.003625,0.016057,0.013781,0.012345
0.305,0.019674,0.030025,0.033356,0.005489,0.022540,0.019508,0.017490
0.310,0.026914,0.039524,0.043394,0.008098,0.030780,0.026869,0.024123
0.315,0.035866,0.050715,0.055045,0.011646,0.040917,0.036033,0.032410
0.320,0.046596,0.063502,0.068169,0.016337,0.052987,0.047082,0.042450
0.325,0.059067,0.077685,0.082529,0.022362,0.066902,0.059986,0.054247
0.330,0.073128,0.092967,0.097808,0.029884,0.082433,0.074587,0.067695
0.335,0.088512,0.108977,0.113634,0.039012,0.099216,0.090596,0.082572
0.340,0.104854,0.125299,0.129610,0.049784,0.116782,0.107605,0.098552
0.345,0.121711,0.141505,0.145343,0.062146,0.134588,0.125122,0.115222
0.350,0.138606,0.157186,0.160472,0.075947,0.152074,0.142612,0.132118
0.355,0.155063,0.171984,0.174688,0.090936,0.168711,0.159544,0.148762
0.360,0.170649,0.185610,0.187746,0.106781,0.184051,0.175444,0.164705
0.365,0.185007,0.197858,0.199477,0.123088,0.197763,0.189928,0.179560
0.370,0.197880,0.208606,0.209784,0.139431,0.209651,0.202735,0.193031
0.375,0.209116,0.217817,0.218640,0.155392,0.219655,0.213733,0.204928
0.380,0.218675,0.225526,0.226084,0.170586,0.227836,0.222917,0.215170
0.385,0.226608,0.231832,0.232205,0.184702,0.234357,0.230387,0.223778
0.390,0.233047,0.236879,0.237137,0.197514,0.239443,0.236328,0.230858
0.395,0.238177,0.240838,0.241041,0.208898,0.243361,0.240977,0.236581
0.400,0.242218,0.243901,0.244097,0.218828,0.246386,0.244596,0.241163
0.405,0.245405,0.246259,0.246490,0.227375,0.248785,0.247455,0.244842
0.410,0.247970,0.248098,0.248401,0.234684,0.250804,0.249808,0.247862
0.415,0.250137,0.249591,0.250002,0.240961,0.252661,0.251890,0.250461
0.420,0.252110,0.250895,0.251453,0.246451,0.254550,0.253910,0.252859
0.425,0.254076,0.252151,0.252900,0.251418,0.256637,0.256053,0.255262
0.430,0.256201,0.253486,0.254475,0.256131,0.259069,0.258481,0.257851
0.435,0.258636,0.255015,0.256299,0.260846,0.261974,0.261336,0.260790
0.440,0.261517,0.256844,0.258486,0.265803,0.265469,0.264744,0.264223
0.445,0.264966,0.259075,0.261140,0.271214,0.269656,0.268816,0.268280
0.450,0.269096,0.261804,0.264363,0.277262,0.274625,0.273650,0.273069
0.455,0.274004,0.265125,0.268248,0.284097,0.280450,0.279326,0.278686
0.460,0.279775,0.269129,0.272881,0.291838,0.287189,0.285908,0.285204
0.465,0.286478,0.273900,0.278336,0.300570,0.294879,0.293439,0.292679
0.470,0.294159,0.279515,0.284678,0.310344,0.303535,0.301941,0.301144
0.475,0.302847,0.286039,0.291951,0.321183,0.313146,0.311409,0.310607
0.480,0.312544,0.293525,0.300183,0.333080,0.323677,0.321815,0.321053
0.485,0.323226,0.302008,0.309377,0.346003,0.335258,0.333106,0.332444
0.490,0.334846,0.311504,0.319515,0.359897,0.348014,0.345204,0.344721
0.495,0.347335,0.322010,0.330553,0.374692,0.361752,0.358017,0.357805
0.500,0.360604,0.333499,0.343390,0.390303,0.376451,0.371436,0.371604
0.505,0.374549,0.346542,0.357544,0.406640,0.392096,0.385348,0.386446
0.510,0.390034,0.361929,0.372813,0.423611,0.408685,0.400752,0.403009
0.515,0.406964,0.378748,0.389191,0.441125,0.426226,0.417096,0.420622
0.520,0.424902,0.397029,0.406684,0.459097,0.444740,0.434288,0.439309
0.525,0.443874,0.416803,0.425313,0.477451,0.464253,0.452376,0.459097
0.530,0.463920,0.438102,0.445116,0.496118,0.484794,0.471420,0.480002
0.535,0.485076,0.460955,0.466136,0.515038,0.506377,0.491476,0.502025
0.540,0.507372,0.485377,0.488420,0.534156,0.528999,0.512591,0.525137
0.545,0.530812,0.511357,0.512006,0.553420,0.552625,0.534781,0.549268
0.550,0.555365,0.538849,0.536904,0.572779,0.577181,0.558023,0.574303
0.555,0.580958,0.567755,0.563087,0.593012,0.602547,0.582244,0.600076
0.560,0.607463,0.597915,0.590477,0.617931,0.628565,0.607316,0.626377
0.565,0.634704,0.629099,0.618934,0.643281,0.655032,0.633058,0.652959
0.570,0.662454,0.661006,0.648253,0.668795,0.681717,0.659243,0.679553
0.575,0.690451,0.693269,0.678161,0.694194,0.708372,0.685614,0.705885
0.580,0.718405,0.725465,0.708331,0.719202,0.734740,0.711897,0.731694
0.585,0.746013,0.757139,0.738388,0.743568,0.760570,0.737821,0.756748
0.590,0.772974,0.787824,0.767932,0.767082,0.785628,0.763132,0.780854
0.595,0.799002,0.817070,0.796555,0.789587,0.809701,0.787604,0.803862
0.600,0.823837,0.844472,0.823866,0.810980,0.832604,0.811048,0.825668
0.605,0.847249,0.869692,0.849513,0.831207,0.854179,0.833308,0.846202
0.610,0.869047,0.892480,0.873199,0.850254,0.874296,0.854264,0.865422
0.615,0.889084,0.912682,0.894702,0.868126,0.892853,0.873822,0.883303
0.620,0.907255,0.930246,0.913877,0.884839,0.909775,0.891912,0.899824
0.625,0.923502,0.945215,0.930666,0.900400,0.925012,0.908479,0.914969
0.630,0.937810,0.957718,0.945092,0.914805,0.938545,0.923486,0.928721
0.635,0.950212,0.967947,0.957250,0.928033,0.950388,0.936913,0.941067
0.640,0.960780,0.976143,0.967295,0.940052,0.960585,0.948758,0.952002
0.645,0.969627,0.982573,0.975429,0.950831,0.969212,0.959046,0.961540
0.650,0.976894,0.987511,0.981881,0.960347,0.976376,0.967828,0.969716
0.655,0.982745,0.991222,0.986891,0.968597,0.982209,0.975185,0.976593
0.660,0.987362,0.993950,0.990699,0.975608,0.986861,0.981226,0.982258
0.665,0.990926,0.995914,0.993532,0.981438,0.990490,0.986079,0.986824
0.670,0.993618,0.997295,0.995593,0.986173,0.993259,0.989893,0.990421
0.675,0.995605,0.998246,0.997059,0.989928,0.995323,0.992819,0.993188
0.680,0.997039,0.998886,0.998078,0.992830,0.996826,0.995011,0.995264
0.685,0.998048,0.999307,0.998771,0.995015,0.997894,0.996613,0.996782
0.690,0.998742,0.999578,0.999231,0.996617,0.998634,0.997753,0.997865
0.695,0.999208,0.999748,0.999529,0.997761,0.999134,0.998545,0.998617
0.700,0.999513,0.999853,0.999718,0.998554,0.999464,0.999081,0.999126
0.705,0.999707,0.999916,0.999835,0.999090,0.999676,0.999433,0.999461
0.710,0.999828,0.999953,0.999906,0.999442,0.999809,0.999659,0.999676
0.715,0.999902,0.999974,0.999947,0.999667,0.999890,0.999800,0.999810
0.720,0.999945,0.999986,0.999971,0.999806,0.999938,0.999886,0.999891
0.725,0.999970,0.999993,0.999985,0.999890,0.999966,0.999936,0.999940
0.730,0.999984,0.999996,0.999992,0.999939,0.999982,0.999965,0.999967
0.735,0.999992,0.999998,0.999996,0.999967,0.999991,0.999982,0.999983
0.740,0.999996,0.999999,0.999998,0.999983,0.999995,0.999991,0.999991
0.745,0.999998,1.000000,0.999999,0.999991,0.999998,0.999995,0.999996
0.750,0.999999,1.000000,1.000000,0.999996,0.999999,0.999998,0.999998
