CD,composite,CD,P2020,CD,P2016,CD,S2018,CD,S2016,CD,G2018,CD,AG2018
1,0.494412,1,0.489813,1,0.485776,1,0.541870,1,0.470953,1,0.493193,1,0.489281
2,0.711920,2,0.711722,2,0.701175,2,0.740311,2,0.693422,2,0.719176,2,0.703643
3,0.501854,3,0.476208,3,0.476041,3,0.564455,3,0.488166,3,0.509733,3,0.507275
4,0.752860,4,0.768689,4,0.763666,4,0.775465,4,0.716710,4,0.746424,4,0.743110
5,0.354921,5,0.383940,5,0.355924,5,0.392588,5,0.320642,5,0.337950,5,0.335769
6,0.420362,6,0.420424,6,0.408144,6,0.473201,6,0.392250,6,0.415409,6,0.420007
7,0.417258,7,0.398642,7,0.392408,7,0.477388,7,0.411373,7,0.416056,7,0.421666
8,0.425615,8,0.421323,8,0.408907,8,0.486998,8,0.391732,8,0.426082,8,0.427286
