CD,composite,P2020,P2016,S2018,S2016,G2020,AG2020,MEAN,SEM,RSE,Δ,Δ/MEAN,Δ/SEM
8,0.264059,0.239776,0.235658,0.309540,0.360568,0.249066,0.222162,0.269462,0.022048,0.081822,-0.005403,-0.020051,-0.245056
7,0.287986,0.289160,0.261320,0.324232,0.332964,0.284246,0.254729,0.291108,0.013052,0.044836,-0.003122,-0.010725,-0.239197
4,0.309472,0.297965,0.280393,0.352677,0.391416,0.294519,0.271060,0.314672,0.019232,0.061118,-0.005200,-0.016525,-0.270383
6,0.326034,0.311204,0.298045,0.376545,0.415656,0.310636,0.284922,0.332835,0.021005,0.063109,-0.006801,-0.020434,-0.323780
3,0.374017,0.366844,0.337386,0.422712,0.441236,0.361250,0.331887,0.376886,0.018413,0.048856,-0.002869,-0.007612,-0.155814
2,0.448143,0.460549,0.413386,0.487964,0.478785,0.447825,0.405999,0.449085,0.013733,0.030580,-0.000942,-0.002098,-0.068594
5,0.628888,0.634235,0.607776,0.652716,0.658062,0.622121,0.601972,0.629480,0.009419,0.014963,-0.000592,-0.000940,-0.062852
1,0.790446,0.796635,0.782049,0.815464,0.800826,0.782495,0.765818,0.790548,0.007100,0.008981,-0.000102,-0.000129,-0.014366
