CD,composite,CD,P2020,CD,P2016,CD,S2018,CD,S2016,CD,G2020,CD,AG2020
1,0.790446,1,0.796635,1,0.782049,1,0.815464,1,0.800826,1,0.782495,1,0.765818
2,0.448143,2,0.460549,2,0.413386,2,0.487964,2,0.478785,2,0.447825,2,0.405999
3,0.374017,3,0.366844,3,0.337386,3,0.422712,3,0.441236,3,0.361250,3,0.331887
4,0.309472,4,0.297965,4,0.280393,4,0.352677,4,0.391416,4,0.294519,4,0.271060
5,0.628888,5,0.634235,5,0.607776,5,0.652716,5,0.658062,5,0.622121,5,0.601972
6,0.326034,6,0.311204,6,0.298045,6,0.376545,6,0.415656,6,0.310636,6,0.284922
7,0.287986,7,0.289160,7,0.261320,7,0.324232,7,0.332964,7,0.284246,7,0.254729
8,0.264059,8,0.239776,8,0.235658,8,0.309540,8,0.360568,8,0.249066,8,0.222162
